"S.no","Transaction ID","Transaction date","Cheque No","Description","Withdrawal(Dr)","Deposit(Cr)","Available Balance","Page Number","Minus"
"472","S433737","20/06/2025","","NEFT-UTIBN62025062061927826-GOOGLEINDIADIGITAL S","","335.00","19771.68","67","1"
"473","S516092","20/06/2025","","NEFT-UTIBN62025062062445682-GOOGLEINDIADIGITAL S","","725.00","20496.68","68","1"
"474","S563616","20/06/2025","","MMT/IMPS/517116811898/ReqPay/tirupatiau/State Bank","","52500.00","72996.68","68","1"
"475","S574134","20/06/2025","","MMT/IMPS/517116107159/paymenttowardsi/MODERNTYRE/S","42500.00","","30496.68","68","1"
"476","S631518","20/06/2025","","NEFT-UTIBN62025062063001780-GOOGLEINDIADIGITAL S","","500.00","30996.68","68","1"
"477","S1125940","21/06/2025","","NEFT-UTIBN62025062171122811-GOOGLEINDIADIGITAL S","","600.00","31596.68","68","1"
"478","S1199298","21/06/2025","","UPI/517225094497/PGWI012641280L/deut2001030000@/D","","220.00","31816.68","68","1"
"479","S1378529","21/06/2025","","NEFT-UTIBN62025062172506858-GOOGLEINDIADIGITAL S","","2335.00","34151.68","68","1"
"480","S1450807","21/06/2025","","NEFT-UTIBN62025062172953149-GOOGLEINDIADIGITAL S","","420.00","34571.68","69","1"
"481","S1465681","21/06/2025","","UPI/517225137651/PGWI012643484L/deut2001030000@/D","","80.00","34651.68","69","1"
"482","S1534724","21/06/2025","","NEFT-UTIBN62025062173376515-GOOGLEINDIADIGITAL S","","225.00","34876.68","69","1"
"483","S1538932","21/06/2025","","NEFT-UTIBN62025062173494193-GOOGLEINDIADIGITAL S","","2975.00","37851.68","69","1"
"484","S1602211","21/06/2025","","MMT/IMPS/517220636351/paymenttowardsi/JAINENTERP/H","13531.00","","24320.68","69","1"
"485","S1893189","22/06/2025","","NEFT-UTIBN62025062281791799-GOOGLEINDIADIGITAL S","","585.00","24905.68","69","1"
"486","S1962054","22/06/2025","","NEFT-UTIBN62025062282346110-GOOGLEINDIADIGITAL S","","415.00","25320.68","69","1"
"487","S1962209","22/06/2025","","NEFT-UTIBN62025062282362018-GOOGLEINDIADIGITAL S","","160.00","25480.68","70","1"
"488","S2029588","22/06/2025","","NEFT-UTIBN62025062283010822-GOOGLEINDIADIGITAL S","","1300.00","26780.68","70","1"
"489","S2334320","23/06/2025","","NEFT-UTIBN62025062389843639-GOOGLEINDIADIGITAL S","","2000.00","28780.68","70","1"
"490","S2334443","23/06/2025","","NEFT-UTIBN62025062389844965-GOOGLEINDIADIGITAL S","","25.00","28805.68","70","1"
"491","S2427221","23/06/2025","","NEFT-UTIBN62025062390364923-GOOGLEINDIADIGITAL S","","5900.00","34705.68","70","1"
"492","S2456074","23/06/2025","","NEFT-UTIBN62025062390524549-GOOGLEINDIADIGITAL S","","80.00","34785.68","70","1"
"493","S2624237","23/06/2025","","MMT/IMPS/517414620698/ReqPay/tirupatiau/State Bank","","25000.00","59785.68","70","1"
"494","S2646502","23/06/2025","","MMT/IMPS/517414782939/paymenttowardsi/MODERNTYRE/S","36500.00","","23285.68","71","1"
"495","S2666342","23/06/2025","","NEFT-UTIBN62025062391233523-GOOGLEINDIADIGITAL S","","30.00","23315.68","71","1"
"496","S2742574","23/06/2025","","NEFT-UTIBN62025062391540607-GOOGLEINDIADIGITAL S","","500.00","23815.68","71","1"
"497","S2742798","23/06/2025","","NEFT-UTIBN62025062391546460-GOOGLEINDIADIGITAL S","","30.00","23845.68","71","1"
"498","S2775955","23/06/2025","","MMT/IMPS/517416687973/ReqPay/tirupatiau/State Bank","","40000.00","63845.68","71","1"
"499","S2781892","23/06/2025","","MMT/IMPS/517416066489/paymenttowardsi/VKENTERPRI/H","40000.00","","23845.68","71","1"
"500","S2825873","23/06/2025","","NEFT-UTIBN62025062391870367-GOOGLEINDIADIGITAL S","","1380.00","25225.68","71","1"
"501","S2855031","23/06/2025","","NEFT-UTIBN62025062392039702-GOOGLEINDIADIGITAL S","","1000.00","26225.68","72","1"
"502","S3267629","24/06/2025","","NEFT-UTIBN62025062499703909-GOOGLEINDIADIGITAL S","","880.00","27105.68","72","1"
"503","S3294129","24/06/2025","","NEFT-UTIBN62025062499815025-GOOGLEINDIADIGITAL S","","200.00","27305.68","72","1"
"504","S3321548","24/06/2025","","NEFT-UTIBN62025062499957013-GOOGLEINDIADIGITAL S","","500.00","27805.68","72","1"
"505","S3341339","24/06/2025","","NEFT-UTIBN62025062400041230-GOOGLEINDIADIGITAL S","","420.00","28225.68","72","1"
"506","S3406351","24/06/2025","","NEFT-UTIBN62025062400373101-GOOGLEINDIADIGITAL S","","1380.00","29605.68","72","1"
"507","S3464879","24/06/2025","","NEFT-UTIBN62025062400667174-GOOGLEINDIADIGITAL S","","1630.00","31235.68","72","1"
"508","S3508217","24/06/2025","","NEFT-UTIBN62025062400906217-GOOGLEINDIADIGITAL S","","450.00","31685.68","73","1"
"509","S3510477","24/06/2025","","NEFT-UTIBN62025062400936060-GOOGLEINDIADIGITAL S","","800.00","32485.68","73","1"
"510","S3536230","24/06/2025","","NEFT-UTIBN62025062401067905-GOOGLEINDIADIGITAL S","","990.00","33475.68","73","1"
"511","S3553856","24/06/2025","","NEFT-UTIBN62025062401146894-GOOGLEINDIADIGITAL S","","95.00","33570.68","73","1"
"512","S3609428","24/06/2025","","NEFT-UTIBN62025062401486026-GOOGLEINDIADIGITAL S","","6000.00","39570.68","73","1"
"513","S3718648","24/06/2025","","NEFT-UTIBN62025062401951406-GOOGLEINDIADIGITAL S","","30.00","39600.68","73","1"
"514","S3751678","24/06/2025","","NEFT-UTIBN62025062402166575-GOOGLEINDIADIGITAL S","","1130.00","40730.68","73","1"
"515","S3768665","24/06/2025","","NEFT-UTIBN62025062402232241-GOOGLEINDIADIGITAL S","","300.00","41030.68","74","1"
"516","S3769279","24/06/2025","","NEFT-UTIBN62025062402246832-GOOGLEINDIADIGITAL S","","425.00","41455.68","74","1"
"517","S3792891","24/06/2025","","NEFT-UTIBN62025062402448292-GOOGLEINDIADIGITAL S","","50.00","41505.68","74","1"
"518","S4180575","25/06/2025","","NEFT-UTIBN62025062509714894-GOOGLEINDIADIGITAL S","","35.00","41540.68","74","1"
"519","S4312097","25/06/2025","","NEFT-UTIBN62025062510301771-GOOGLEINDIADIGITAL S","","880.00","42420.68","74","1"
"520","S4335965","25/06/2025","","NEFT-UTIBN62025062510400867-GOOGLEINDIADIGITAL S","","130.00","42550.68","74","1"
"521","S4339487","25/06/2025","","NEFT-UTIBN62025062510448759-GOOGLEINDIADIGITAL S","","1400.00","43950.68","74","1"
"522","S4368573","25/06/2025","","NEFT-UTIBN62025062510590615-GOOGLEINDIADIGITAL S","","500.00","44450.68","75","1"
"523","S4392830","25/06/2025","","NEFT-UTIBN62025062510688772-GOOGLEINDIADIGITAL S","","1760.00","46210.68","75","1"
"524","S4504035","25/06/2025","","NEFT-UTIBN62025062511284529-GOOGLEINDIADIGITAL S","","2000.00","48210.68","75","1"
"525","S4617729","25/06/2025","","NEFT-UTIBN62025062511963396-GOOGLEINDIADIGITAL S","","60.00","48270.68","75","1"
"526","S5093066","26/06/2025","","NEFT-UTIBN62025062619857835-GOOGLEINDIADIGITAL S","","2200.00","50470.68","75","1"
"527","S5110421","26/06/2025","","NEFT-UTIBN62025062619983208-GOOGLEINDIADIGITAL S","","550.00","51020.68","75","1"
"528","S5177500","26/06/2025","","MMT/IMPS/517711019442/paymenttowardsi/HARIENTERP/B","22211.00","","28809.68","75","1"
"529","S5179324","26/06/2025","","MMT/IMPS/517711023505/paymenttowardsi/HARIENTERP/B","25464.00","","3345.68","76","1"
"530","S5210101","26/06/2025","","NEFT-UTIBN62025062620369948-GOOGLEINDIADIGITAL S","","60.00","3405.68","76","1"
"531","S5232997","26/06/2025","","NEFT-UTIBN62025062620447519-GOOGLEINDIADIGITAL S","","1075.00","4480.68","76","1"
"532","S5235638","26/06/2025","","NEFT-UTIBN62025062620503838-GOOGLEINDIADIGITAL S","","2400.00","6880.68","76","1"
"533","S5378804","26/06/2025","","NEFT-UTIBN62025062621210391-GOOGLEINDIADIGITAL S","","225.00","7105.68","76","1"
"534","S5497410","26/06/2025","","NEFT-UTIBN62025062621689975-GOOGLEINDIADIGITAL S","","2000.00","9105.68","76","1"
"535","S5497653","26/06/2025","","NEFT-UTIBN62025062621693401-GOOGLEINDIADIGITAL S","","1000.00","10105.68","76","1"
"536","S5557437","26/06/2025","","NEFT-UTIBN62025062622015719-GOOGLEINDIADIGITAL S","","18.00","10123.68","77","1"
"537","S5576116","26/06/2025","","NEFT-UTIBN62025062622088877-GOOGLEINDIADIGITAL S","","20.00","10143.68","77","1"
"538","S5589415","26/06/2025","","NEFT-UTIBN62025062622256867-GOOGLEINDIADIGITAL S","","1150.00","11293.68","77","1"
"539","S5591871","26/06/2025","","NEFT-UTIBN62025062622297441-GOOGLEINDIADIGITAL S","","190.00","11483.68","77","1"
"540","S6084840","27/06/2025","","NEFT-UTIBN62025062730131774-GOOGLEINDIADIGITAL S","","375.00","11858.68","77","1"
"541","S6084955","27/06/2025","","NEFT-UTIBN62025062730134731-GOOGLEINDIADIGITAL S","","200.00","12058.68","77","1"
"542","S6114112","27/06/2025","","NEFT-UTIBN62025062730257069-GOOGLEINDIADIGITAL S","","200.00","12258.68","77","1"
"543","S6153732","27/06/2025","","NEFT-UTIBN62025062730365620-GOOGLEINDIADIGITAL S","","1245.00","13503.68","78","1"
"544","S6224840","27/06/2025","","NEFT-UTIBN62025062730680719-GOOGLEINDIADIGITAL S","","20.00","13523.68","78","1"
"545","S6252283","27/06/2025","","NEFT-UTIBN62025062730787381-GOOGLEINDIADIGITAL S","","800.00","14323.68","78","1"
"546","S6254243","27/06/2025","","NEFT-UTIBN62025062730805341-GOOGLEINDIADIGITAL S","","2555.00","16878.68","78","1"
"547","S6254305","27/06/2025","","NEFT-UTIBN62025062730808421-GOOGLEINDIADIGITAL S","","2000.00","18878.68","78","1"
"548","S6298750","27/06/2025","","UPI/517825072498/LubriCash/deut2001030000@/Deutsch","","60.00","18938.68","78","1"
"549","S6445831","27/06/2025","","NEFT-UTIBN62025062731668952-GOOGLEINDIADIGITAL S","","460.00","19398.68","78","1"
"550","S6500876","27/06/2025","","NEFT-UTIBN62025062731950655-GOOGLEINDIADIGITAL S","","5430.00","24828.68","79","1"
"551","S6876535","28/06/2025","","NEFT-UTIBN62025062839701507-GOOGLEINDIADIGITAL S","","600.00","25428.68","79","1"
"552","S6980245","28/06/2025","","NEFT-UTIBN62025062840250539-GOOGLEINDIADIGITAL S","","1425.00","26853.68","79","1"
"553","S7001934","28/06/2025","","NEFT-UTIBN62025062840400036-GOOGLEINDIADIGITAL S","","1860.00","28713.68","79","1"
"554","S7020883","28/06/2025","","NEFT-UTIBN62025062840460192-GOOGLEINDIADIGITAL S","","10.00","28723.68","79","1"
"555","S7093122","28/06/2025","","NEFT-UTIBN62025062840899131-GOOGLEINDIADIGITAL S","","660.00","29383.68","79","1"
"556","S7140277","28/06/2025","","NEFT-UTIBN62025062841122617-GOOGLEINDIADIGITAL S","","60.00","29443.68","79","1"
"557","S7151269","28/06/2025","","INF/INFT/040735692211/advancepaymentt/TYRESALES1","19337.00","","10106.68","80","1"
"558","S7156062","28/06/2025","","NEFT-UTIBN62025062841213119-GOOGLEINDIADIGITAL S","","10200.00","20306.68","80","1"
"559","S7156757","28/06/2025","","NEFT-UTIBN62025062841236454-GOOGLEINDIADIGITAL S","","1500.00","21806.68","80","1"
"560","S7191728","28/06/2025","","NEFT-UTIBN62025062841488969-GOOGLEINDIADIGITAL S","","20.00","21826.68","80","1"
"561","S7243575","28/06/2025","","NEFT-UTIBN62025062841848564-GOOGLEINDIADIGITAL S","","370.00","22196.68","80","1"
"562","S7489311","29/06/2025","","NEFT-UTIBN62025062949301150-GOOGLEINDIADIGITAL S","","50.00","22246.68","80","1"
"563","S7661177","29/06/2025","","NEFT-UTIBN62025062950654338-GOOGLEINDIADIGITAL S","","575.00","22821.68","80","1"
"564","S7671045","29/06/2025","","NEFT-UTIBN62025062950712346-GOOGLEINDIADIGITAL S","","5.00","22826.68","81","1"
"565","S7771228","29/06/2025","","NEFT-UTIBN62025062951575161-GOOGLEINDIADIGITAL S","","2000.00","24826.68","81","1"
"566","S8414158","30/06/2025","","NEFT-UTIBN62025063059094127-GOOGLEINDIADIGITAL S","","550.00","25376.68","81","1"
"567","S8554476","30/06/2025","","NEFT-UTIBN62025063059286187-GOOGLEINDIADIGITAL S","","65.00","25441.68","81","1"
"568","S8879985","30/06/2025","","MMT/IMPS/518116789041/ReqPay/TIRUPATIA/StateBank","","70000.00","95441.68","81","1"
"569","S8913986","30/06/2025","","MMT/IMPS/518116177935/paymenttowardsi/VKENTERPRI/H","36700.00","","58741.68","81","1"
"570","S8924828","30/06/2025","","MMT/IMPS/518116189038/paymenttowardsi/HARIENTERP/B","30000.00","","28741.68","81","1"
"571","S9105155","30/06/2025","","NEFT-UTIBN62025063061708044-GOOGLEINDIADIGITAL S","","225.00","28966.68","82","1"
"572","S9246591","30/06/2025","","NEFT-UTIBN62025063062356392-GOOGLEINDIADIGITAL S","","480.00","29446.68","82","1"
"573","S9876160","01/07/2025","","NEFT-UTIBN62025070171311855-GOOGLEINDIADIGITAL S","","100.00","29546.68","82","1"
"574","S9907608","01/07/2025","","NEFT-UTIBN62025070171382866-GOOGLEINDIADIGITAL S","","375.00","29921.68","82","1"
"575","S9927106","01/07/2025","","NEFT-UTIBN62025070171429583-GOOGLEINDIADIGITAL S","","275.00","30196.68","82","1"
"576","S9930734","01/07/2025","","NEFT-UTIBN62025070171467399-GOOGLEINDIADIGITAL S","","25.00","30221.68","82","1"
"577","S9965484","01/07/2025","","NEFT-UTIBN62025070171577779-GOOGLEINDIADIGITAL S","","220.00","30441.68","82","1"
"578","S106292","01/07/2025","","NEFT-UTIBN62025070172752269-GOOGLEINDIADIGITAL S","","1575.00","32016.68","83","1"
"579","S151256","01/07/2025","","NEFT-UTIBN62025070172850399-GOOGLEINDIADIGITAL S","","1100.00","33116.68","83","1"
"580","S170695","01/07/2025","","NEFT-UTIBN62025070172983607-GOOGLEINDIADIGITAL S","","125.00","33241.68","83","1"
"581","S257613","01/07/2025","","NEFT-UTIBN62025070173194640-GOOGLEINDIADIGITAL S","","675.00","33916.68","83","1"
"582","S402813","01/07/2025","","NEFT-UTIBN62025070173902657-GOOGLEINDIADIGITAL S","","200.00","34116.68","83","1"
"583","S486316","01/07/2025","","NEFT-UTIBN62025070174332402-GOOGLEINDIADIGITAL S","","360.00","34476.68","83","1"
"584","S541719","01/07/2025","","NEFT-UTIBN62025070174675864-GOOGLEINDIADIGITAL S","","50.00","34526.68","83","1"
"585","S577408","01/07/2025","","NEFT-UTIBN62025070174842819-GOOGLEINDIADIGITAL S","","275.00","34801.68","84","1"
"586","S615811","01/07/2025","","NEFT-UTIBN62025070175155011-GOOGLEINDIADIGITAL S","","1565.00","36366.68","84","1"
"587","S743250","01/07/2025","","NEFT-UTIBN62025070175879112-GOOGLEINDIADIGITAL S","","200.00","36566.68","84","1"
"588","S1232013","02/07/2025","","NEFT-UTIBN62025070283375260-GOOGLEINDIADIGITAL S","","100.00","36666.68","84","1"
"589","S1343636","02/07/2025","","NEFT-UTIBN62025070283843202-GOOGLEINDIADIGITAL S","","390.00","37056.68","84","1"
"590","S1452756","02/07/2025","","NEFT-UTIBN62025070284238352-GOOGLEINDIADIGITAL S","","1760.00","38816.68","84","1"
"591","S1502302","02/07/2025","","NEFT-UTIBN62025070284411463-GOOGLEINDIADIGITAL S","","320.00","39136.68","84","1"
"592","S1538885","02/07/2025","","NEFT-UTIBN62025070284548471-GOOGLEINDIADIGITAL S","","650.00","39786.68","85","1"
"593","S1562551","02/07/2025","","INF/INFT/040778623231/advancepaymentt/TYRESALES1","13972.00","","25814.68","85","1"
"594","S1587232","02/07/2025","","NEFT-UTIBN62025070284781445-GOOGLEINDIADIGITAL S","","2000.00","27814.68","85","1"
"595","S1587759","02/07/2025","","NEFT-UTIBN62025070284783327-GOOGLEINDIADIGITAL S","","1000.00","28814.68","85","1"
"596","S1629354","02/07/2025","","INF/INFT/040779622231/advancepaymentt/SHREEJATYRE","4720.00","","24094.68","85","1"
"597","S1692973","02/07/2025","","NEFT-UTIBN62025070285276721-GOOGLEINDIADIGITAL S","","950.00","25044.68","85","1"
"598","S1696632","02/07/2025","","NEFT-UTIBN62025070285336847-GOOGLEINDIADIGITAL S","","940.00","25984.68","85","1"
"599","S2514479","03/07/2025","","NEFT-UTIBN62025070395625126-GOOGLEINDIADIGITAL S","","4000.00","29984.68","86","1"
"600","S2544203","03/07/2025","","UPI/518425047883/LubriCash/deut2001030000@/Deutsch","","50.00","30034.68","86","1"
"601","S2581098","03/07/2025","","NEFT-UTIBN62025070395845303-GOOGLEINDIADIGITAL S","","280.00","30314.68","86","1"
"602","S2582173","03/07/2025","","NEFT-UTIBN62025070395863409-GOOGLEINDIADIGITAL S","","1890.00","32204.68","86","1"
"603","S2650580","03/07/2025","","IMPS ChgMay-25+GST","135.70","","32068.98","86","1"
"604","S2746980","03/07/2025","","NEFT-UTIBN62025070396905883-GOOGLEINDIADIGITAL S","","1.00","32069.98","86","1"
"605","S2749245","03/07/2025","","NEFT-UTIBN62025070396925464-GOOGLEINDIADIGITAL S","","1435.00","33504.98","86","1"
"606","S2775645","03/07/2025","","NEFT-UTIBN62025070397041921-GOOGLEINDIADIGITAL S","","350.00","33854.98","87","1"
"607","S2829922","03/07/2025","","NEFT-UTIBN62025070397314425-GOOGLEINDIADIGITAL S","","9.00","33863.98","87","1"
"608","S3480627","04/07/2025","","NEFT-UTIBN62025070407884146-GOOGLEINDIADIGITAL S","","9000.00","42863.98","87","1"
"609","S3553041","04/07/2025","","NEFT-UTIBN62025070408452115-GOOGLEINDIADIGITAL S","","225.00","43088.98","87","1"
"610","S3553880","04/07/2025","","NEFT-UTIBN62025070408484164-GOOGLEINDIADIGITAL S","","300.00","43388.98","87","1"
"611","S3578634","04/07/2025","","NEFT-UTIBN62025070408525195-GOOGLEINDIADIGITAL S","","120.00","43508.98","87","1"
"612","S3583304","04/07/2025","","NEFT-UTIBN62025070408579014-GOOGLEINDIADIGITAL S","","900.00","44408.98","87","1"
"613","S3653881","04/07/2025","","NEFT-UTIBN62025070408771755-GOOGLEINDIADIGITAL S","","1625.00","46033.98","88","1"
"614","S3655292","04/07/2025","","NEFT-UTIBN62025070408808757-GOOGLEINDIADIGITAL S","","900.00","46933.98","88","1"
"615","S3687788","04/07/2025","","NEFT-UTIBN62025070409022984-GOOGLEINDIADIGITAL S","","200.00","47133.98","88","1"
"616","S3857347","04/07/2025","","NEFT-UTIBN62025070409612369-GOOGLEINDIADIGITAL S","","76.00","47209.98","88","1"
"617","S3858743","04/07/2025","","NEFT-UTIBN62025070409628155-GOOGLEINDIADIGITAL S","","240.00","47449.98","88","1"
"618","S4090614","04/07/2025","","NEFT-UTIBN62025070410962906-GOOGLEINDIADIGITAL S","","200.00","47649.98","88","1"
"619","S4192415","04/07/2025","","NEFT-UTIBN62025070411642615-GOOGLEINDIADIGITAL S","","650.00","48299.98","88","1"
"620","S4575880","05/07/2025","","BIL/BusinessLoanXX05537EMI Tiru","11019.00","","37280.98","89","1"
"621","S4916270","05/07/2025","","NEFT-UTIBN62025070520060982-GOOGLEINDIADIGITAL S","","45.00","37325.98","89","1"
"622","S4929859","05/07/2025","","NEFT-UTIBN62025070520154077-GOOGLEINDIADIGITAL S","","450.00","37775.98","89","1"
"623","S5106927","05/07/2025","","NEFT-UTIBN62025070520768665-GOOGLEINDIADIGITAL S","","270.00","38045.98","89","1"
"624","S5107611","05/07/2025","","NEFT-UTIBN62025070520770694-GOOGLEINDIADIGITAL S","","10.00","38055.98","89","1"
"625","S5110030","05/07/2025","","NEFT-UTIBN62025070520803629-GOOGLEINDIADIGITAL S","","170.00","38225.98","89","1"
"626","S5177674","05/07/2025","","NEFT-UTIBN62025070521033954-GOOGLEINDIADIGITAL S","","300.00","38525.98","89","1"
"627","S5189285","05/07/2025","","NEFT-UTIBN62025070521203208-GOOGLEINDIADIGITAL S","","80.00","38605.98","90","1"
"628","S5253757","05/07/2025","","NEFT-UTIBN62025070521565371-GOOGLEINDIADIGITAL S","","540.00","39145.98","90","1"
"629","S5256272","05/07/2025","","MMT/IMPS/518614194520/paymenttowardsi/SHREEMAHIN/H","9765.00","","29380.98","90","1"
"630","S5534824","05/07/2025","","NEFT-UTIBN62025070522652600-GOOGLEINDIADIGITAL S","","1790.00","31170.98","90","1"
"631","S5604518","05/07/2025","","NEFT-UTIBN62025070523164885-GOOGLEINDIADIGITAL S","","135.00","31305.98","90","1"
"632","S6006804","06/07/2025","","NEFT-UTIBN62025070631290310-GOOGLEINDIADIGITAL S","","375.00","31680.98","90","1"
"633","S6023124","06/07/2025","","NEFT-UTIBN62025070631422882-GOOGLEINDIADIGITAL S","","50.00","31730.98","90","1"
"634","S6097849","06/07/2025","","NEFT-UTIBN62025070631984398-GOOGLEINDIADIGITAL S","","300.00","32030.98","91","1"
"635","S6111710","06/07/2025","","NEFT-UTIBN62025070632033447-GOOGLEINDIADIGITAL S","","720.00","32750.98","91","1"
"636","S6112259","06/07/2025","","NEFT-UTIBN62025070632072620-GOOGLEINDIADIGITAL S","","370.00","33120.98","91","1"
"637","S6238155","06/07/2025","","NEFT-UTIBN62025070632873710-GOOGLEINDIADIGITAL S","","80.00","33200.98","91","1"
"638","S6841776","07/07/2025","","MMT/IMPS/518809718443/ReqPay/tirupatiau/State Bank","","50000.00","83200.98","91","1"
"639","S6843657","07/07/2025","","MMT/IMPS/518809909224/paymenttowardsi/GOELENTERP/I","43532.00","","39668.98","91","1"
"640","S6850843","07/07/2025","","NEFT-UTIBN62025070740568101-GOOGLEINDIADIGITAL S","","50.00","39718.98","91","1"
"641","S6851170","07/07/2025","","NEFT-UTIBN62025070740574570-GOOGLEINDIADIGITAL S","","200.00","39918.98","92","1"
"642","S6857783","07/07/2025","","MMT/IMPS/518810939539/advancepaymentt/CHAMPARANT/H","11350.00","","28568.98","92","1"
"643","S6862545","07/07/2025","","MMT/IMPS/518810954540/paymenttowardsi/HANDBROTHE/H","20167.00","","8401.98","92","1"
"644","S7046909","07/07/2025","","NEFT-UTIBN62025070741400791-GOOGLEINDIADIGITAL S","","55.00","8456.98","92","1"
"645","S7098696","07/07/2025","","MMT/IMPS/518813913246/ReqPay/tirupatiau/State Bank","","21000.00","29456.98","92","1"
"646","S7100505","07/07/2025","","INF/INFT/040837289321/advancepaymentt/TYRESALES1","19143.00","","10313.98","92","1"
"647","S7171032","07/07/2025","","NEFT-UTIBN62025070741925291-GOOGLEINDIADIGITAL S","","200.00","10513.98","92","1"
"648","S8126800","08/07/2025","","NEFT-UTIBN62025070852565358-GOOGLEINDIADIGITAL S","","50.00","10563.98","93","1"
"649","S8264156","08/07/2025","","NEFT-UTIBN62025070853160194-GOOGLEINDIADIGITAL S","","1800.00","12363.98","93","1"
"650","S8437431","08/07/2025","","NEFT-UTIBN62025070854072518-GOOGLEINDIADIGITAL S","","130.00","12493.98","93","1"
"651","S8470475","08/07/2025","","NEFT-UTIBN62025070854114724-GOOGLEINDIADIGITAL S","","520.00","13013.98","93","1"
"652","S8629047","08/07/2025","","NEFT-UTIBN62025070855208333-GOOGLEINDIADIGITAL S","","360.00","13373.98","93","1"
"653","S8987873","09/07/2025","","UPI/519025002305/PGWI012746170L/deut2001030000@/D","","140.00","13513.98","93","1"
"654","S9206123","09/07/2025","","NEFT-UTIBN62025070963971152-GOOGLEINDIADIGITAL S","","1075.00","14588.98","93","1"
"655","S9244349","09/07/2025","","UPI/519025058743/PGWI012748013L/deut2001030000@/D","","420.00","15008.98","94","1"
"656","S9350534","09/07/2025","","NEFT-UTIBN62025070964908111-GOOGLEINDIADIGITAL S","","295.00","15303.98","94","1"
"657","S9787560","10/07/2025","","MMT/IMPS/519100001720/IMPSP2A/CastrolIn/Standard","","300.00","15603.98","94","1"
"658","S602020","10/07/2025","","NEFT-UTIBN62025071075730728-GOOGLEINDIADIGITAL S","","15.00","15618.98","94","1"
"659","S742117","10/07/2025","","NEFT-UTIBN62025071076480024-GOOGLEINDIADIGITAL S","","1000.00","16618.98","94","1"
"660","S747369","10/07/2025","","NEFT-UTIBN62025071076546440-GOOGLEINDIADIGITAL S","","2000.00","18618.98","94","1"
"661","S768254","10/07/2025","","NEFT-UTIBN62025071076581497-GOOGLEINDIADIGITAL S","","113.00","18731.98","94","1"
"662","S758060","10/07/2025","","UPI/354551022537/Payment fromPh/jayaswalmitashi/S","","10000.00","28731.98","95","1"
"663","S887592","10/07/2025","","NEFT-UTIBN62025071077397550-GOOGLEINDIADIGITAL S","","750.00","29481.98","95","1"
"664","S1330001","11/07/2025","","MMT/IMPS/519208848791/ReqPay/tirupatiau/State Bank","","15000.00","44481.98","95","1"
"665","S1331359","11/07/2025","","MMT/IMPS/519208929645/paymenttowardsi/KISANGRIIM/H","14238.00","","30243.98","95","1"
"666","S1523994","11/07/2025","","NEFT-UTIBN62025071186249753-GOOGLEINDIADIGITAL S","","275.00","30518.98","95","1"
"667","S1594333","11/07/2025","","NEFT-UTIBN62025071186630219-GOOGLEINDIADIGITAL S","","450.00","30968.98","95","1"
"668","S1627185","11/07/2025","","NEFT-UTIBN62025071186826596-GOOGLEINDIADIGITAL S","","100.00","31068.98","95","1"
"669","S1879034","11/07/2025","","NEFT-UTIBN62025071188320281-GOOGLEINDIADIGITAL S","","3500.00","34568.98","96","1"
"670","S1969371","11/07/2025","","NEFT-UTIBN62025071188915268-GOOGLEINDIADIGITAL S","","640.00","35208.98","96","1"
"671","S1979591","11/07/2025","","NEFT-UTIBN62025071189016701-GOOGLEINDIADIGITAL S","","80.00","35288.98","96","1"
"672","S1988111","11/07/2025","","NEFT-UTIBN62025071189088069-GOOGLEINDIADIGITAL S","","400.00","35688.98","96","1"
"673","S2015914","11/07/2025","","NEFT-UTIBN62025071189197134-GOOGLEINDIADIGITAL S","","40.00","35728.98","96","1"
"674","S2231271","12/07/2025","","MMT/IMPS/519306006167/IMPSP2A/CastrolIn/Standard","","45.00","35773.98","96","1"
"675","S2440371","12/07/2025","","NEFT-UTIBN62025071298004226-GOOGLEINDIADIGITAL S","","350.00","36123.98","96","1"
"676","S2465952","12/07/2025","","NEFT-UTIBN62025071298207996-GOOGLEINDIADIGITAL S","","390.00","36513.98","97","1"
"677","S2537079","12/07/2025","","NEFT-UTIBN62025071298535674-GOOGLEINDIADIGITAL S","","500.00","37013.98","97","1"
"678","S2571839","12/07/2025","","NEFT-UTIBN62025071298712095-GOOGLEINDIADIGITAL S","","230.00","37243.98","97","1"
"679","S2591747","12/07/2025","","NEFT-UTIBN62025071298817669-GOOGLEINDIADIGITAL S","","275.00","37518.98","97","1"
"680","S2592755","12/07/2025","","NEFT-UTIBN62025071298857891-GOOGLEINDIADIGITAL S","","750.00","38268.98","97","1"
"681","S2592725","12/07/2025","","NEFT-UTIBN62025071298860805-GOOGLEINDIADIGITAL S","","40.00","38308.98","97","1"
"682","S2594306","12/07/2025","","NEFT-UTIBN62025071298912509-GOOGLEINDIADIGITAL S","","1800.00","40108.98","97","1"
"683","S2631508","12/07/2025","","NEFT-UTIBN62025071299046936-GOOGLEINDIADIGITAL S","","1295.00","41403.98","98","1"
"684","S2822321","13/07/2025","","MMT/IMPS/519400006459/IMPSP2A/CastrolIn/Standard","","190.00","41593.98","98","1"
"685","S2946127","13/07/2025","","NEFT-UTIBN62025071307448156-GOOGLEINDIADIGITAL S","","400.00","41993.98","98","1"
"686","S2974470","13/07/2025","","NEFT-UTIBN62025071307689698-GOOGLEINDIADIGITAL S","","300.00","42293.98","98","1"
