"Sr No","Tran ID","Value Date","Transaction Date","Transaction Posted Date","Cheque no/ Ref No","Transaction Remarks","Withdrawl(Dr)","Deposit(Cr)","Balance","Page Number","Minus"
"159","S4724 9267","12/May/2025","12/05/2025","12/05/2025 04:08:09 PM","","ECSRTN3_08052500 00000016681010","590.00","","6,06,138. 77","6","1"
"160","S4749 3190","12/May/2025","12/05/2025","12/05/2025 04:27:04 PM","","BIL/ONL/001010288 470/ELECTRONIC","70,000.00","","5,36,138. 77","6","1"
"161","S5512 8900","13/May/2025","13/05/2025","13/05/2025 01:38:01 PM","","NEFT- UTIBN62025051385 273855-VIJAY TRANSCAB INDIA P LTD-0037647- 912020023300770- UTIB0001182","","1,00,000. 00","6,36,138. 77","6","1"
"162","S5616 0507","13/May/2025","13/05/2025","13/05/2025 03:26:28 PM","","BIL/ONL/001010662 078/Transport","20,022.16","","6,16,116. 61","6","1"
"163","S5620 9528","13/May/2025","13/05/2025","13/05/2025 03:31:45 PM","","BIL/ONL/001010664 277/Transport","19,416.16","","5,96,700. 45","6","1"
"164","S5624 3346","13/May/2025","13/05/2025","13/05/2025 03:34:25 PM","","BIL/ONL/001010665 262/Transport","19,416.16","","5,77,284. 29","6","1"
"165","S5628 5718","13/May/2025","13/05/2025","13/05/2025 03:37:13 PM","","BIL/ONL/001010666 311/Transport","2,044.16","","5,75,240. 13","6","1"
"166","S5698 7505","13/May/2025","13/05/2025","13/05/2025 04:41:25 PM","","BIL/ONL/001010691 800/Transport","19,416.16","","5,55,823. 97","6","1"
"167","S5709 9791","13/May/2025","13/05/2025","13/05/2025 04:46:39 PM","","BIL/ONL/001010693 801/Transport","2,044.16","","5,53,779. 81","6","1"
"168","S5726 5127","13/May/2025","13/05/2025","13/05/2025 04:59:27 PM","","BIL/ONL/001010698 854/Transport","19,416.16","","5,34,363. 65","6","1"
"169","S5730 7573","13/May/2025","13/05/2025","13/05/2025 05:03:49 PM","","BIL/ONL/001010700 463/Transport","19,416.16","","5,14,947. 49","6","1"
"170","S5733 9556","13/May/2025","13/05/2025","13/05/2025 05:06:44 PM","","BIL/ONL/001010701 616/Transport","19,416.16","","4,95,531. 33","6","1"
"171","S5737 9124","13/May/2025","13/05/2025","13/05/2025 05:09:42 PM","","BIL/ONL/001010702 833/Transport","19,416.16","","4,76,115. 17","6","1"
"172","S5740 4280","13/May/2025","13/05/2025","13/05/2025 05:11:31 PM","","BIL/ONL/001010703 492/Transport","19,416.16","","4,56,699. 01","6","1"
"173","S6319 6676","14/May/2025","14/05/2025","14/05/2025 10:29:13 AM","","BIL/ONL/001010929 056/Transport","29,718.16","","4,26,980. 85","6","1"
"174","S6322 0322","14/May/2025","14/05/2025","14/05/2025 10:32:25 AM","","BIL/ONL/001010930 455/Transport","772.16","","4,26,208. 69","6","1"
"175","S6326 0155","14/May/2025","14/05/2025","14/05/2025 10:35:26 AM","","BIL/ONL/001010931 687/Transport","772.16","","4,25,436. 53","6","1"
"176","S6623 4343","14/May/2025","14/05/2025","14/05/2025 03:50:01 PM","","BIL/ONL/001011065 330/TAMILNADU","21,560.00","","4,03,876. 53","6","1"
"177","S6818 6767","14/May/2025","14/05/2025","14/05/2025 06:53:12 PM","","INF/INFT/040275668 541/VIJAYAKUMAR","4,00,000. 00","","3,876.53","6","1"
"178","S1743 4069","20/May/2025","20/05/2025","20/05/2025 05:29:16 PM","","LVCHEXX48362- BOUNCECHGSMAY2 5GST","59.00","","3,817.53","6","1"
"179","S1743 4579","20/May/2025","20/05/2025","20/05/2025 05:29:17 PM","","LVCHEXX48361- BOUNCECHGSMAY2 5GST","59.00","","3,758.53","7","1"
"180","S1743 5260","20/May/2025","20/05/2025","20/05/2025 05:29:18 PM","","LVCHEXX48358- BOUNCECHGSMAY2 5GST","59.00","","3,699.53","7","1"
"181","S1743 5307","20/May/2025","20/05/2025","20/05/2025 05:29:19 PM","","LVCHEXX48357- BOUNCECHGSMAY2 5GST","59.00","","3,640.53","7","1"
"182","S1743 5333","20/May/2025","20/05/2025","20/05/2025 05:29:20 PM","","LVCHEXX48356- BOUNCECHGSMAY2 5GST","59.00","","3,581.53","7","1"
"183","S1743 4900","20/May/2025","20/05/2025","20/05/2025 05:29:21 PM","","LVCHEXX48354- BOUNCECHGSMAY2 5GST","59.00","","3,522.53","7","1"
"184","S1743 6277","20/May/2025","20/05/2025","20/05/2025 05:29:22 PM","","LVCHEXX48352- BOUNCECHGSMAY2 5GST","59.00","","3,463.53","7","1"
"185","S1743 5458","20/May/2025","20/05/2025","20/05/2025 05:29:23 PM","","LVCHEXX48351- BOUNCECHGSMAY2 5GST","59.00","","3,404.53","7","1"
"186","S1745 7588","20/May/2025","20/05/2025","20/05/2025 05:32:16 PM","","LVCHEXX48390- BOUNCECHGSMAY2 5GST","59.00","","3,345.53","7","1"
"187","S1745 6665","20/May/2025","20/05/2025","20/05/2025 05:32:17 PM","","LVCHEXX48386- BOUNCECHGSMAY2 5GST","59.00","","3,286.53","7","1"
"188","S1745 7255","20/May/2025","20/05/2025","20/05/2025 05:32:19 PM","","LVCHEXX48382- BOUNCECHGSMAY2 5GST","59.00","","3,227.53","7","1"
"189","S1745 8114","20/May/2025","20/05/2025","20/05/2025 05:32:21 PM","","LVCHEXX48380- BOUNCECHGSMAY2 5GST","59.00","","3,168.53","7","1"
"190","S1745 9383","20/May/2025","20/05/2025","20/05/2025 05:32:23 PM","","LVCHEXX48375- BOUNCECHGSMAY2 5GST","59.00","","3,109.53","7","1"
"191","S1745 9476","20/May/2025","20/05/2025","20/05/2025 05:32:26 PM","","LVCHEXX48372- BOUNCECHGSMAY2 5GST","59.00","","3,050.53","7","1"
"192","S1745 9938","20/May/2025","20/05/2025","20/05/2025 05:32:31 PM","","LVCHEXX48369- BOUNCECHGSMAY2 5GST","59.00","","2,991.53","7","1"
"193","S1745 8828","20/May/2025","20/05/2025","20/05/2025 05:32:35 PM","","LVCHEXX48367- BOUNCECHGSMAY2 5GST","59.00","","2,932.53","7","1"
"194","S1747 8390","20/May/2025","20/05/2025","20/05/2025 05:34:26 PM","","LVCHEXX48403- BOUNCECHGSMAY2 5GST","59.00","","2,873.53","7","1"
"195","S1747 7966","20/May/2025","20/05/2025","20/05/2025 05:34:27 PM","","LVCHEXX48400- BOUNCECHGSMAY2 5GST","59.00","","2,814.53","7","1"
"196","S1747 7438","20/May/2025","20/05/2025","20/05/2025 05:34:29 PM","","LVCHEXX48397- BOUNCECHGSMAY2 5GST","59.00","","2,755.53","7","1"
"197","S1747 9837","20/May/2025","20/05/2025","20/05/2025 05:34:31 PM","","LVCHEXX48393- BOUNCECHGSMAY2 5GST","59.00","","2,696.53","7","1"
"198","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:23 PM","","VEHICLE LN_INT OVERDUE_XX65176","74.00","","2,622.53","7","1"
"199","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:23 PM","","VEHICLE LN_INT OVERDUE_XX65177","74.00","","2,548.53","7","1"
"200","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:23 PM","","VEHICLE LN_INT OVERDUE_XX65178","74.00","","2,474.53","7","1"
"201","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:24 PM","","VEHICLE LN_INT OVERDUE_XX53129","80.00","","2,394.53","7","1"
"202","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:24 PM","","VEHICLE LN_INT OVERDUE_XX53130","80.00","","2,314.53","7","1"
"203","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:24 PM","","VEHICLE LN_INT OVERDUE_XX53131","80.00","","2,234.53","7","1"
"204","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:24 PM","","VEHICLE LN_INT OVERDUE_XX53132","80.00","","2,154.53","7","1"
"205","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:25 PM","","VEHICLE LN_INT OVERDUE_XX53133","80.00","","2,074.53","7","1"
"206","S4330 5127","23/May/2025","23/05/2025","23/05/2025 05:09:25 PM","","VEHICLE LN_INT OVERDUE_XX53134","80.00","","1,994.53","7","1"
"207","S4392 7955","23/May/2025","23/05/2025","23/05/2025 06:13:36 PM","","LVCHEXX65176- BOUNCECHGSMAY2 5GST","59.00","","1,935.53","7","1"
"208","S4392 8905","23/May/2025","23/05/2025","23/05/2025 06:13:38 PM","","LVCHEXX65177- BOUNCECHGSMAY2 5GST","59.00","","1,876.53","7","1"
"209","S4392 7701","23/May/2025","23/05/2025","23/05/2025 06:13:40 PM","","LVCHEXX65178- BOUNCECHGSMAY2 5GST","59.00","","1,817.53","7","1"
"210","S4393 6240","23/May/2025","23/05/2025","23/05/2025 06:14:20 PM","","LVCHEXX53129- BOUNCECHGSMAY2 5GST","59.00","","1,758.53","7","1"
"211","S4393 5886","23/May/2025","23/05/2025","23/05/2025 06:14:22 PM","","LVCHEXX53130- BOUNCECHGSMAY2 5GST","59.00","","1,699.53","7","1"
"212","S4393 6779","23/May/2025","23/05/2025","23/05/2025 06:14:23 PM","","LVCHEXX53131- BOUNCECHGSMAY2 5GST","59.00","","1,640.53","8","1"
"213","S4394 8726","23/May/2025","23/05/2025","23/05/2025 06:15:33 PM","","LVCHEXX53132- BOUNCECHGSMAY2 5GST","59.00","","1,581.53","8","1"
"214","S4394 9198","23/May/2025","23/05/2025","23/05/2025 06:15:34 PM","","LVCHEXX53133- BOUNCECHGSMAY2 5GST","59.00","","1,522.53","8","1"
"215","S4394 8531","23/May/2025","23/05/2025","23/05/2025 06:15:37 PM","","LVCHEXX53134- BOUNCECHGSMAY2 5GST","59.00","","1,463.53","8","1"
"216","S6254 4520","26/May/2025","26/05/2025","26/05/2025 03:06:57 PM","","NEFT- UTIBN62025052613 927012-VIJAY TRANSCAB INDIA P LTD-0037671- 912020023300770- UTIB0001182","","16,62,000 .00","16,63,463 .53","8","1"
"217","S6255 0932","26/May/2025","26/05/2025","26/05/2025 03:07:22 PM","","NEFT- UTIBN62025052613 935123-VIJAY TRANSCAB INDIA P LTD-0037672- 912020023300770- UTIB0001182","","2,00,000. 00","18,63,463 .53","8","1"
"218","S6256 9683","26/May/2025","26/05/2025","26/05/2025 03:08:44 PM","","GIB/002043154910/ GST /25053300693390","16,62,000 .00","","2,01,463. 53","8","1"
"219","S6258 6621","26/May/2025","26/05/2025","26/05/2025 03:10:24 PM","","GIB/002043154989/ GST /25053300693422","1,99,386. 00","","2,077.53","8","1"
"220","S6180 1720","26/May/2025","26/05/2025","26/05/2025 03:31:34 PM","","BIL/REV PMT ID 1010665262","","19,402.00","21,479.53","8","1"
"221","S6180 1720","26/May/2025","26/05/2025","26/05/2025 03:31:34 PM","","BIL/REV PMT ID 1010666311","","2,030.00","23,509.53","8","1"
"222","S6180 1720","26/May/2025","26/05/2025","26/05/2025 03:31:37 PM","","BIL/REV PMT ID 1010701616","","19,402.00","42,911.53","8","1"
"223","S6180 1720","26/May/2025","26/05/2025","26/05/2025 03:31:37 PM","","BIL/REV PMT ID 1010703492","","19,402.00","62,313.53","8","1"
"224","S6180 1720","26/May/2025","26/05/2025","26/05/2025 03:31:40 PM","","BIL/REV PMT ID 1010929056","","29,704.00","92,017.53","8","1"
"225","S6180 1720","26/May/2025","26/05/2025","26/05/2025 03:31:41 PM","","BIL/REV PMT ID 1010930455","","758.00","92,775.53","8","1"
"226","S6180 1720","26/May/2025","26/05/2025","26/05/2025 03:31:41 PM","","BIL/REV PMT ID 1010931687","","758.00","93,533.53","8","1"
"227","S6446 3439","26/May/2025","26/05/2025","26/05/2025 05:48:33 PM","","BIL/ONL/001015669 868/Transport","772.16","","92,761.37","8","1"
"228","S6471 3946","26/May/2025","26/05/2025","26/05/2025 06:12:52 PM","","BIL/ONL/001015679 350/Transport","37,142.16","","55,619.21","8","1"
"229","S6500 2446","26/May/2025","26/05/2025","26/05/2025 06:44:40 PM","","BIL/ONL/001015691 487/Transport","24,264.16","","31,355.05","8","1"
"230","S7916 9913","28/May/2025","28/05/2025","28/05/2025 12:23:08 PM","","BIL/ONL/001016335 749/eChallan T","2,511.80","","28,843.25","8","1"
"231","S7935 6869","28/May/2025","28/05/2025","28/05/2025 12:40:05 PM","","BIL/ONL/001016344 088/eChallan T","2,511.80","","26,331.45","8","1"
"232","S7937 7232","28/May/2025","28/05/2025","28/05/2025 12:42:27 PM","","BIL/ONL/001016345 205/eChallan T","505.90","","25,825.55","8","1"
"233","S8502 953","31/May/2025","31/05/2025","31/05/2025 11:26:45 AM","","IMPS Chg Apr- 25+GST","5.90","","25,819.65","8","1"
"234","S8711 286","31/May/2025","31/05/2025","31/05/2025 11:44:04 AM","","Mob alrt Chg Apr- 25+GST","29.50","","25,790.15","8","1"
"235","S1053 6393","31/May/2025","31/05/2025","31/05/2025 02:17:40 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865247_3525151 1324890","944.00","","24,846.15","8","1"
"236","S1053 5514","31/May/2025","31/05/2025","31/05/2025 02:17:45 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865250_3525151 1326864","944.00","","23,902.15","8","1"
"237","S1053 6148","31/May/2025","31/05/2025","31/05/2025 02:17:45 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865168_3525151 1331001","944.00","","22,958.15","8","1"
"238","S1053 5589","31/May/2025","31/05/2025","31/05/2025 02:17:47 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865212_3525151 1293203","944.00","","22,014.15","8","1"
"239","S1053 7265","31/May/2025","31/05/2025","31/05/2025 02:17:47 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865213_3525151 1293822","944.00","","21,070.15","8","1"
"240","S1055 1853","31/May/2025","31/05/2025","31/05/2025 02:19:27 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865214_3525151 1316421","944.00","","20,126.15","9","1"
"241","S1055 1457","31/May/2025","31/05/2025","31/05/2025 02:19:28 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865209_3525151 1320888","944.00","","19,182.15","9","1"
"242","S1055 1910","31/May/2025","31/05/2025","31/05/2025 02:19:29 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865170_3525151 1334436","944.00","","18,238.15","9","1"
"243","S1055 2763","31/May/2025","31/05/2025","31/05/2025 02:19:29 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865157_3525151 1331139","944.00","","17,294.15","9","1"
"244","S1055 2864","31/May/2025","31/05/2025","31/05/2025 02:19:32 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865249_3525151 1333659","944.00","","16,350.15","9","1"
"245","S1055 2091","31/May/2025","31/05/2025","31/05/2025 02:19:35 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865216_3525151 1303760","944.00","","15,406.15","9","1"
"246","S1055 2117","31/May/2025","31/05/2025","31/05/2025 02:19:35 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865171_3525151 1302801","944.00","","14,462.15","9","1"
"247","S1055 2170","31/May/2025","31/05/2025","31/05/2025 02:19:37 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865215_3525151 1303520","944.00","","13,518.15","9","1"
"248","S1055 2188","31/May/2025","31/05/2025","31/05/2025 02:19:37 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865167_3525151 1293222","944.00","","12,574.15","9","1"
"249","S1055 3833","31/May/2025","31/05/2025","31/05/2025 02:19:39 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865251_3525151 1301271","944.00","","11,630.15","9","1"
"250","S1055 4255","31/May/2025","31/05/2025","31/05/2025 02:19:39 PM","","ACH/YES BANK RETAIL ASSE/ICIC00000000 16681010/CVL0005 01865169_3525151 1312554","944.00","","10,686.15","9","1"
"251","S2895 7477","11/Jun/2025","11/06/2025","11/06/2025 05:37:22 PM","","NEFT- UTIBN62025061174 366254-VIJAY TRANSCAB INDIA P LTD-0037777- 912020023300770- UTIB0001182","","2,50,000. 00","2,60,686. 15","9","1"
"252","S2895 7881","11/Jun/2025","11/06/2025","11/06/2025 05:37:23 PM","","NEFT- UTIBN62025061174 366245-VIJAY TRANSCAB INDIA P LTD-0037774- 912020023300770- UTIB0001182","","6,94,490. 00","9,55,176. 15","9","1"
"253","S2895 9929","11/Jun/2025","11/06/2025","11/06/2025 05:37:37 PM","","NEFT- UTIBN62025061174 366251-VIJAY TRANSCAB INDIA P LTD-0037775- 912020023300770- UTIB0001182","","6,54,940. 00","16,10,116 .15","9","1"
"254","S2928 0586","11/Jun/2025","11/06/2025","11/06/2025 06:07:26 PM","","GIB/002043967623/ EPFO /4172408005629","21,084.00","","15,89,032 .15","9","1"
"255","S2930 2604","11/Jun/2025","11/06/2025","11/06/2025 06:08:38 PM","","GIB/002043967712/ EPFO /4172409002775","21,084.00","","15,67,948 .15","9","1"
"256","S2931 7525","11/Jun/2025","11/06/2025","11/06/2025 06:09:32 PM","","GIB/002043967790/ EPFO /4172410007488","21,084.00","","15,46,864 .15","9","1"
"257","S2934 2041","11/Jun/2025","11/06/2025","11/06/2025 06:11:09 PM","","GIB/002043967905/ EPFO /4172411005479","21,084.00","","15,25,780 .15","9","1"
"258","S2936 2303","11/Jun/2025","11/06/2025","11/06/2025 06:12:22 PM","","GIB/002043967976/ EPFO /4172412003220","18,511.00","","15,07,269 .15","10","1"
"259","S2937 5769","11/Jun/2025","11/06/2025","11/06/2025 06:13:28 PM","","GIB/002043968090/ EPFO /4172501003965","18,511.00","","14,88,758 .15","10","1"
"260","S2938 6074","11/Jun/2025","11/06/2025","11/06/2025 06:14:29 PM","","GIB/002043968161/ EPFO /4172502003996","21,084.00","","14,67,674 .15","10","1"
"261","S2940 4565","11/Jun/2025","11/06/2025","11/06/2025 06:15:56 PM","","GIB/002043968276/ EPFO /4172503007569","21,084.00","","14,46,590 .15","10","1"
"262","S2941 6521","11/Jun/2025","11/06/2025","11/06/2025 06:17:02 PM","","GIB/002043968358/ EPFO /4172504005627","21,084.00","","14,25,506 .15","10","1"
"263","S2942 6495","11/Jun/2025","11/06/2025","11/06/2025 06:18:09 PM","","GIB/002043968431/ EPFO /4172505006722","15,938.00","","14,09,568 .15","10","1"
"264","S2944 0248","11/Jun/2025","11/06/2025","11/06/2025 06:19:39 PM","","GIB/002043968529/ ESIC /05124130251884","4,804.00","","14,04,764 .15","10","1"
"265","S2950 5301","11/Jun/2025","11/06/2025","11/06/2025 06:26:23 PM","","GIB/002043968650/ ESIC /05125119334446","3,603.00","","14,01,161 .15","10","1"
"266","S2952 8117","11/Jun/2025","11/06/2025","11/06/2025 06:28:08 PM","","GIB/002043969060/ ESIC /05125114764785","4,204.00","","13,96,957 .15","10","1"
"267","S2953 7123","11/Jun/2025","11/06/2025","11/06/2025 06:29:00 PM","","GIB/002043969109/ ESIC /05125111043265","4,204.00","","13,92,753 .15","10","1"
"268","S2956 0837","11/Jun/2025","11/06/2025","11/06/2025 06:31:15 PM","","GIB/002043969253/ ESIC /05125105510706","4,804.00","","13,87,949 .15","10","1"
"269","S2958 2595","11/Jun/2025","11/06/2025","11/06/2025 06:32:48 PM","","GIB/002043969348/ ESIC /05125101306862","4,204.00","","13,83,745 .15","10","1"
"270","S2960 7672","11/Jun/2025","11/06/2025","11/06/2025 06:34:29 PM","","GIB/002043969441/ ESIC /05124146188880","4,204.00","","13,79,541 .15","10","1"
"271","S2962 5220","11/Jun/2025","11/06/2025","11/06/2025 06:35:28 PM","","GIB/002043969503/ ESIC /05124142759789","4,804.00","","13,74,737 .15","10","1"
"272","S2964 8028","11/Jun/2025","11/06/2025","11/06/2025 06:36:52 PM","","GIB/002043969600/ ESIC /05124139191842","4,804.00","","13,69,933 .15","10","1"
"273","S2967 4258","11/Jun/2025","11/06/2025","11/06/2025 06:38:26 PM","","GIB/002043969674/ ESIC /05124133619380","4,804.00","","13,65,129 .15","10","1"
"274","S2969 0943","11/Jun/2025","11/06/2025","11/06/2025 06:39:27 PM","","GIB/002043969731/ ESIC /05124130251873","5,405.00","","13,59,724 .15","10","1"
"275","S3529 1160","12/Jun/2025","12/06/2025","12/06/2025 11:52:37 AM","","ECSRTN1_08062500 00000016681010","590.00","","13,59,134 .15","10","1"
"276","S3607 6530","12/Jun/2025","12/06/2025","12/06/2025 01:03:57 PM","","ECSRTN2_08062500 00000016681010","590.00","","13,58,544 .15","10","1"
"277","S3656 8733","12/Jun/2025","12/06/2025","12/06/2025 01:36:19 PM","","ECSRTN3_08062500 00000016681010","590.00","","13,57,954 .15","10","1"
"278","S3728 3149","12/Jun/2025","12/06/2025","12/06/2025 02:58:15 PM","","RTGS/ICICR4202506 1200534301/YESB0 CMSNOC/YESBANKL IMITED","6,69,100. 00","","6,88,854. 15","10","1"
"279","S3761 0465","12/Jun/2025","12/06/2025","12/06/2025 03:33:47 PM","","NEFT- UTIBN62025061283 958419-VIJAY TRANSCAB INDIA P LTD-0037894- 912020023300770- UTIB0001182","","1,00,000. 00","7,88,854. 15","10","1"
"280","S3845 0428","12/Jun/2025","12/06/2025","12/06/2025 04:50:56 PM","","BIL/ONL/001027781 418/ELECTRONIC","90,000.00","","6,98,854. 15","10","1"
"281","S5775 6040","15/Jun/2025","15/06/2025","15/06/2025 06:10:56 AM","","BIL/Vehicle Loan XX48397 EMI Vijay","47,932.00","","6,50,922. 15","10","1"
"282","S5777 0527","15/Jun/2025","15/06/2025","15/06/2025 06:11:37 AM","","BIL/Vehicle Loan XX48367 EMI Vijay","47,932.00","","6,02,990. 15","10","1"
"283","S5777 1794","15/Jun/2025","15/06/2025","15/06/2025 06:11:39 AM","","BIL/Vehicle Loan XX48356 EMI Vijay","21,517.00","","5,81,473. 15","10","1"
"284","S5777 5805","15/Jun/2025","15/06/2025","15/06/2025 06:11:57 AM","","BIL/Vehicle Loan XX48375 EMI Vijay","21,517.00","","5,59,956. 15","10","1"
"285","S5779 3557","15/Jun/2025","15/06/2025","15/06/2025 06:12:43 AM","","BIL/Vehicle Loan XX48380 EMI Vijay","21,517.00","","5,38,439. 15","10","1"
"286","S5779 5311","15/Jun/2025","15/06/2025","15/06/2025 06:12:48 AM","","BIL/Vehicle Loan XX48393 EMI Vijay","47,932.00","","4,90,507. 15","10","1"
"287","S5781 6365","15/Jun/2025","15/06/2025","15/06/2025 06:13:50 AM","","BIL/Vehicle Loan XX48361 EMI Vijay","47,932.00","","4,42,575. 15","10","1"
"288","S5781 7212","15/Jun/2025","15/06/2025","15/06/2025 06:13:58 AM","","BIL/Vehicle Loan XX48354 EMI Vijay","21,517.00","","4,21,058. 15","10","1"
"289","S5782 0821","15/Jun/2025","15/06/2025","15/06/2025 06:14:03 AM","","BIL/Vehicle Loan XX48358 EMI Vijay","47,932.00","","3,73,126. 15","10","1"
"290","S5782 4010","15/Jun/2025","15/06/2025","15/06/2025 06:14:14 AM","","BIL/Vehicle Loan XX48351 EMI Vijay","47,932.00","","3,25,194. 15","10","1"
"291","S5782 6523","15/Jun/2025","15/06/2025","15/06/2025 06:14:20 AM","","BIL/Vehicle Loan XX48390 EMI Vijay","47,932.00","","2,77,262. 15","11","1"
"292","S5782 8452","15/Jun/2025","15/06/2025","15/06/2025 06:14:26 AM","","BIL/Vehicle Loan XX48362 EMI Vijay","21,517.00","","2,55,745. 15","11","1"
"293","S5783 4165","15/Jun/2025","15/06/2025","15/06/2025 06:14:43 AM","","BIL/Vehicle Loan XX48382 EMI Vijay","21,517.00","","2,34,228. 15","11","1"
"294","S5784 8961","15/Jun/2025","15/06/2025","15/06/2025 06:15:26 AM","","BIL/Vehicle Loan XX48400 EMI Vijay","21,517.00","","2,12,711. 15","11","1"
"295","S5787 0769","15/Jun/2025","15/06/2025","15/06/2025 06:16:46 AM","","BIL/Vehicle Loan XX48369 EMI Vijay","47,932.00","","1,64,779. 15","11","1"
"296","S5787 4389","15/Jun/2025","15/06/2025","15/06/2025 06:17:02 AM","","BIL/Vehicle Loan XX48357 EMI Vijay","47,932.00","","1,16,847. 15","11","1"
"297","S5787 5179","15/Jun/2025","15/06/2025","15/06/2025 06:17:06 AM","","BIL/Vehicle Loan XX48403 EMI Vijay","21,517.00","","95,330.15","11","1"
"298","S5788 2140","15/Jun/2025","15/06/2025","15/06/2025 06:17:38 AM","","BIL/Vehicle Loan XX48386 EMI Vijay","21,517.00","","73,813.15","11","1"
"299","S5788 7497","15/Jun/2025","15/06/2025","15/06/2025 06:18:13 AM","","BIL/Vehicle Loan XX48372 EMI Vijay","47,932.00","","25,881.15","11","1"
"300","S5789 2633","15/Jun/2025","15/06/2025","15/06/2025 06:18:37 AM","","BIL/Vehicle Loan XX48352 EMI Vijay","21,517.00","","4,364.15","11","1"
"301","S7209 9458","16/Jun/2025","16/06/2025","16/06/2025 07:40:18 PM","","VEHICLE LN_INT OVERDUE_XX48403","90.00","","4,274.15","11","1"
"302","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:30 PM","","VEHICLE LN_INT OVERDUE_XX48400","90.00","","4,184.15","11","1"
"303","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:40 PM","","VEHICLE LN_INT OVERDUE_XX48351","200.00","","3,984.15","11","1"
"304","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:40 PM","","VEHICLE LN_INT OVERDUE_XX48352","90.00","","3,894.15","11","1"
"305","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:40 PM","","VEHICLE LN_INT OVERDUE_XX48354","90.00","","3,804.15","11","1"
"306","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:40 PM","","VEHICLE LN_INT OVERDUE_XX48356","90.00","","3,714.15","11","1"
"307","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:40 PM","","VEHICLE LN_INT OVERDUE_XX48357","200.00","","3,514.15","11","1"
"308","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:40 PM","","VEHICLE LN_INT OVERDUE_XX48358","200.00","","3,314.15","11","1"
"309","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:40 PM","","VEHICLE LN_INT OVERDUE_XX48361","213.00","","3,101.15","11","1"
"310","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:40 PM","","VEHICLE LN_INT OVERDUE_XX48362","90.00","","3,011.15","11","1"
"311","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48367","200.00","","2,811.15","11","1"
"312","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48369","200.00","","2,611.15","11","1"
"313","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48372","200.00","","2,411.15","11","1"
"314","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48375","90.00","","2,321.15","11","1"
"315","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48380","90.00","","2,231.15","11","1"
"316","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48382","90.00","","2,141.15","11","1"
"317","S7209 9013","16/Jun/2025","16/06/2025","16/06/2025 07:40:41 PM","","VEHICLE LN_INT OVERDUE_XX48386","90.00","","2,051.15","11","1"
