"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"13/09/2024","13/09/2024","","6110","-157619387.04","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24257493860 /GOEL CARGO P/TRF Txn Amt. 6108.00 Charges. 2.00","45","1"
"13/09/2024","13/09/2024","","85515","-157704902.04","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24257493861 /GOEL CARGO P/TRF Txn Amt. 85509.00 Charges. 6.00","45","1"
"13/09/2024","13/09/2024","","6110","-157711012.04","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24257493862 /GOEL CARGO P/TRF Txn Amt. 6108.00 Charges. 2.00","46","1"
"13/09/2024","13/09/2024","","85515","-157796527.04","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24257493863 /GOEL CARGO P/TRF Txn Amt. 85509.00 Charges. 6.00","46","1"
"13/09/2024","13/09/2024","","6110","-157802637.04","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24257493864 /GOEL CARGO P/TRF Txn Amt. 6108.00 Charges. 2.00","46","1"
"13/09/2024","13/09/2024","","85515","-157888152.04","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24257493865 /GOEL CARGO P/TRF Txn Amt. 85509.00 Charges. 6.00","46","1"
"13/09/2024","13/09/2024","","6110","-157894262.04","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24257493866 /GOEL CARGO P/TRF Txn Amt. 6108.00 Charges. 2.00","46","1"
"14/09/2024","14/09/2024","","9300.66","-157903562.7","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24258132502 /SHRIBHAN GUP/ Txn Amt. 9298.00 Charges. 2.66","46","1"
"14/09/2024","14/09/2024","","4900.66","-157908463.36","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24258132412 /SUNEET SINGH/ Txn Amt. 4898.00 Charges. 2.66","46","1"
"14/09/2024","14/09/2024","","36749.61","-157945212.97","WITHDRAWAL TRANSFER NEFT/UCBA/IDIBH24258132505 /AFSAR KHAN / Txn Amt. 36744.00 Charges. 5.61","46","1"
"14/09/2024","14/09/2024","","10000.66","-157955213.63","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24258132413 /MAHENDRA KUM/ Txn Amt. 9998.00 Charges. 2.66","46","1"
"14/09/2024","14/09/2024","","18999.61","-157974213.24","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24258132507 /RAIS KHAN / Txn Amt. 18994.00 Charges. 5.61","46","1"
"14/09/2024","14/09/2024","","19999.61","-157994212.85","WITHDRAWAL TRANSFER NEFT/CNRB/IDIBH24258132488 /JITENDRA SIN/ Txn Amt. 19994.00 Charges. 5.61","47","1"
"14/09/2024","14/09/2024","","24999.61","-158019212.46","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24258132414 /RAJU KUSHWAH/ Txn Amt. 24994.00 Charges. 5.61","47","1"
"14/09/2024","14/09/2024","","14994","-158034206.46","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / HARI MANGAL SINGH","47","1"
"14/09/2024","14/09/2024","","1971","-158036177.46","WITHDRAWAL TRANSFER / BRANCH-P038 / HOTEL SPARK INN (SACHIN AGRWAL)","47","1"
"14/09/2024","14/09/2024","","16994","-158053171.46","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P002 / MAA SARDA ROAD LINES","47","1"
"14/09/2024","14/09/2024","","26555.61","-158079727.07","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24258143106 /JMK HOSPITAL/ Txn Amt. 26550.00 Charges. 5.61","47","1"
"14/09/2024","14/09/2024","","300029.21","-158379756.28","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24258143109 /ETC POOL / Txn Amt. 300000.00 Charges. 29.21","47","1"
"14/09/2024","14/09/2024","","10000","-158389756.28","WITHDRAWAL TRANSFER CHARGES INSPECTION CHARGES-SEP2024","47","1"
"14/09/2024","14/09/2024","","6520","-158396276.28","WITHDRAWAL TRANSFER CHARGES INSPECTION CHARGES-SEP2024","47","1"
"15/09/2024","15/09/2024","150000","","-158246276.28","NO BOOK DEPOSIT TRANSFER /IMPS/P2A/425914698466/ /PAID TO GRW /MATA RANI","47","1"
"16/09/2024","16/09/2024","","111011","-158357287.28","CAS REMITTANCE THROUGH CHEQUE INW_CLG :IFFCO TOKIO GENERAL INSUR","47","1"
"16/09/2024","16/09/2024","","92037","-158449324.28","WITHDRAWAL TRANSFER /EPF Payment/2922409006943/01916092 4616899 EMPLOYEES PROVIDENT FUND ORGANISATION","47","1"
"16/09/2024","16/09/2024","","4132.66","-158453456.94","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24260251098 /SRI PUJA AUT/ Txn Amt. 4130.00 Charges. 2.66","48","1"
"16/09/2024","16/09/2024","","5207.66","-158458664.6","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24260251188 /JMK HOSPITAL/ Txn Amt. 5205.00 Charges. 2.66","48","1"
"16/09/2024","16/09/2024","284212.37","","-158174452.23","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520240916932 96758/ULTRATEC/","48","1"
"17/09/2024","17/09/2024","7359916.66","","-150814535.57","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/CMS4501519137 /FINANCIAL SU/","48","1"
"17/09/2024","17/09/2024","","300028.91","-151114564.48","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520240917411167 33/ECT POOL/. Txn Amt. 300000.00 Charges. 28.91","48","1"
"17/09/2024","17/09/2024","","150088","-151264652.48","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24261388101 /AMIT KUMAR T/ Txn Amt. 150070.59 Charges. 17.41","48","1"
"17/09/2024","17/09/2024","","192432","-151457084.48","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24261388068 /SANDEEP TIWA/ Txn Amt. 192414.59 Charges. 17.41","48","1"
"17/09/2024","17/09/2024","","15719","-151472803.48","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24261388682 /KULWANT SING/ Txn Amt. 15713.39 Charges. 5.61","48","1"
"17/09/2024","17/09/2024","272479","","-151200324.48","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12024091748754 076/BIRLA CO/","48","1"
"18/09/2024","18/09/2024","","35349.61","-151235674.09","WITHDRAWAL TRANSFER NEFT/UCBA/IDIBH24262445022 /AFSAR KHAN / Txn Amt. 35344.00 Charges. 5.61","48","1"
"18/09/2024","18/09/2024","","6000.66","-151241674.75","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262445023 /PANKAJ JHA / Txn Amt. 5998.00 Charges. 2.66","48","1"
"18/09/2024","18/09/2024","","10159.61","-151251834.36","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24262444777 /RAJENDRA TIW/ Txn Amt. 10154.00 Charges. 5.61","49","1"
"18/09/2024","18/09/2024","","10899.61","-151262733.97","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262445024 /MOD. HIDAYAT/ Txn Amt. 10894.00 Charges. 5.61","49","1"
"18/09/2024","18/09/2024","","47782.61","-151310516.58","WITHDRAWAL TRANSFER NEFT/INDB/IDIBH24262445016 /VIJAY YADAV / Txn Amt. 47777.00 Charges. 5.61","49","1"
"18/09/2024","18/09/2024","","29799.61","-151340316.19","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24262445029 /PRAHLAD RAWA/ Txn Amt. 29794.00 Charges. 5.61","49","1"
"18/09/2024","18/09/2024","","16999.61","-151357315.8","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24262444779 /MAHAVEER SIN/ Txn Amt. 16994.00 Charges. 5.61","49","1"
"18/09/2024","18/09/2024","","16999.61","-151374315.41","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262445018 /ASHOK KUMAR / Txn Amt. 16994.00 Charges. 5.61","49","1"
"18/09/2024","18/09/2024","","6420.66","-151380736.07","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24262445060 /CHNNDAN KUMA/ Txn Amt. 6418.00 Charges. 2.66","49","1"
"18/09/2024","18/09/2024","","5390.66","-151386126.73","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262445032 /SURENDRA YA/ Txn Amt. 5388.00 Charges. 2.66","49","1"
"18/09/2024","18/09/2024","","5052.66","-151391179.39","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262445062 /RAHUL SINGH / Txn Amt. 5050.00 Charges. 2.66","49","1"
"18/09/2024","18/09/2024","","17029.61","-151408209","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262445034 /SHIWANI SING/ Txn Amt. 17024.00 Charges. 5.61","49","1"
"18/09/2024","18/09/2024","","10999.61","-151419208.61","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24262445041 /RAMLAKHAN SI/ Txn Amt. 10994.00 Charges. 5.61","50","1"
"18/09/2024","18/09/2024","","9150.66","-151428359.27","WITHDRAWAL TRANSFER NEFT/INDB/IDIBH24262445035 /VIVEK SINGH / Txn Amt. 9148.00 Charges. 2.66","50","1"
"18/09/2024","18/09/2024","","18994","-151447353.27","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / HARI MANGAL SINGH","50","1"
"18/09/2024","18/09/2024","","22784","-151470137.27","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P003 / AMAR BAHADUR SINGH","50","1"
"18/09/2024","18/09/2024","","30894","-151501031.27","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P002 / MAA SARDA ROAD LINES","50","1"
"18/09/2024","18/09/2024","","900029.21","-152401060.48","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262461082 /BPCL ECMS / Txn Amt. 900000.00 Charges. 29.21","50","1"
"18/09/2024","18/09/2024","","7171.66","-152408232.14","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24262461070 /GAURAV AUTO / Txn Amt. 7169.00 Charges. 2.66","50","1"
"18/09/2024","18/09/2024","","300029.21","-152708261.35","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24262461072 /HPCL Drive T/ Txn Amt. 300000.00 Charges. 29.21","50","1"
"18/09/2024","18/09/2024","","27005.61","-152735266.96","WITHDRAWAL TRANSFER NEFT/PSIB/IDIBH24262461086 /CASA CONSULT/ Txn Amt. 27000.00 Charges. 5.61","50","1"
"18/09/2024","18/09/2024","","4410.66","-152739677.62","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24262461088 /MOHD MUMTAJ / Txn Amt. 4408.00 Charges. 2.66","50","1"
"18/09/2024","18/09/2024","","67829.61","-152807507.23","WITHDRAWAL TRANSFER NEFT/PSIB/IDIBH24262461092 /Vindhya Prec/ Txn Amt. 67824.00 Charges. 5.61","50","1"
"18/09/2024","18/09/2024","","5002.66","-152812509.89","WITHDRAWAL TRANSFER NEFT/BDBL/IDIBH24262461076 /MOHHAMAD SAD/ Txn Amt. 5000.00 Charges. 2.66","51","1"
"18/09/2024","18/09/2024","","11701.61","-152824211.5","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24262461077 /SHRI VIJAY A/ Txn Amt. 11696.00 Charges. 5.61","51","1"
"18/09/2024","18/09/2024","","15000","-152839211.5","WITHDRAWAL TRANSFER / BRANCH-P015 / BALBIR BODY REPAIRING WORKS","51","1"
"18/09/2024","18/09/2024","","30000","-152869211.5","WITHDRAWAL TRANSFER / BRANCH-P039 / IN-BOX Prefab Solution","51","1"
"18/09/2024","18/09/2024","","5000","-152874211.5","WITHDRAWAL TRANSFER / BRANCH-P035 / MAKASUD AHMAD & MAIMOONA BEGAM","51","1"
"18/09/2024","18/09/2024","","30000","-152904211.5","WITHDRAWAL TRANSFER NEFT/CNRB/IDIBH24262472879 /KARAN SINGH / Txn Amt. 29994.39 Charges. 5.61","51","1"
"18/09/2024","18/09/2024","","5200","-152909411.5","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24262473013 /SUNEET SINGH/ Txn Amt. 5197.34 Charges. 2.66","51","1"
"18/09/2024","18/09/2024","","7850","-152917261.5","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24262473040 /MOHD MAH MIY/ Txn Amt. 7847.34 Charges. 2.66","51","1"
"18/09/2024","18/09/2024","","3600","-152920861.5","WITHDRAWAL TRANSFER NEFT/BARB/IDIBH24262473041 /RAMSWARUP / Txn Amt. 3597.34 Charges. 2.66","51","1"
"18/09/2024","18/09/2024","","10000","-152930861.5","WITHDRAWAL TRANSFER NEFT/CBIN/IDIBH24262473042 /MOHD MAH MIY/ Txn Amt. 9997.34 Charges. 2.66","51","1"
"18/09/2024","18/09/2024","","27303","-152958164.5","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24262476201 /RAMMANI SAHU/ Txn Amt. 27297.39 Charges. 5.61","51","1"
"18/09/2024","18/09/2024","","30288","-152988452.5","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24262476207 /SHIV DAYAL S/ Txn Amt. 30282.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","18687","-153007139.5","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24262476231 /SANTOSH KUMA/ Txn Amt. 18681.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","37187","-153044326.5","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24262476242 /KANHIYA LAL / Txn Amt. 37181.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","30322","-153074648.5","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24262476212 /AYODHA PRASA/ Txn Amt. 30316.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","10787","-153085435.5","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24262476214 /SHANKAR PRAS/ Txn Amt. 10781.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","18496","-153103931.5","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24262476238 /BRAJESH SAHU/ Txn Amt. 18490.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","21566","-153125497.5","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24262476261 /SESHMANI SAH/ Txn Amt. 21560.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","33630","-153159127.5","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24262476245 /BABAN SAHU / Txn Amt. 33624.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","14619","-153173746.5","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24262476247 /MAHESH SAHU / Txn Amt. 14613.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","13442","-153187188.5","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24262476248 /ASHTOSH SAHU/ Txn Amt. 13436.39 Charges. 5.61","52","1"
"18/09/2024","18/09/2024","","22228","-153209416.5","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24262476268 /MRATUNJAY PA/ Txn Amt. 22222.39 Charges. 5.61","53","1"
"18/09/2024","18/09/2024","","11130","-153220546.5","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24262476216 /JAGYALAL SAH/ Txn Amt. 11124.39 Charges. 5.61","53","1"
"18/09/2024","18/09/2024","","14287","-153234833.5","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24262476251 /AHIWARAN SAH/ Txn Amt. 14281.39 Charges. 5.61","53","1"
"18/09/2024","18/09/2024","","20000","-153254833.5","WITHDRAWAL TRANSFER / FREIGHT-P002 / HARI MANGAL SINGH","53","1"
"18/09/2024","18/09/2024","","9900","-153264733.5","WITHDRAWAL TRANSFER / FREIGHT-P001 / RAKESH","53","1"
"18/09/2024","18/09/2024","781721.39","","-152483012.11","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520240918939 94550/ULTRATEC/","53","1"
"18/09/2024","18/09/2024","219253.28","","-152263758.83","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520240918940 30573/ULTRATEC/","53","1"
"18/09/2024","18/09/2024","","1697.66","-152265456.49","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24262120238 /SURVIEW SECU/ Txn Amt. 1695.00 Charges. 2.66","53","1"
"18/09/2024","18/09/2024","","25969.61","-152291426.1","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24262120320 /SHAAN SHOW M/ Txn Amt. 25964.00 Charges. 5.61","53","1"
"18/09/2024","18/09/2024","","4200.66","-152295626.76","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24262120295 /NIRPAT SINGH/ Txn Amt. 4198.00 Charges. 2.66","53","1"
"18/09/2024","18/09/2024","","14999.61","-152310626.37","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262120322 /PRAKESH CHAN/ Txn Amt. 14994.00 Charges. 5.61","53","1"
"18/09/2024","18/09/2024","","31889.61","-152342515.98","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24262120138 /AWADHESH YAD/ Txn Amt. 31884.00 Charges. 5.61","54","1"
"18/09/2024","18/09/2024","","4850.66","-152347366.64","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24262120326 /TARACHAND VI/ Txn Amt. 4848.00 Charges. 2.66","54","1"
"18/09/2024","18/09/2024","","26999.61","-152374366.25","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24262120327 /RAMLAKHAN SI/ Txn Amt. 26994.00 Charges. 5.61","54","1"
"18/09/2024","18/09/2024","","17999.61","-152392365.86","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24262120139 /RAJESH SINGH/ Txn Amt. 17994.00 Charges. 5.61","54","1"
"18/09/2024","18/09/2024","","19999.61","-152412365.47","WITHDRAWAL TRANSFER NEFT/INDB/IDIBH24262120367 /SHIV VIR SIN/ Txn Amt. 19994.00 Charges. 5.61","54","1"
"18/09/2024","18/09/2024","","19999.61","-152432365.08","WITHDRAWAL TRANSFER NEFT/BKID/IDIBH24262120328 /DINESH SOLAN/ Txn Amt. 19994.00 Charges. 5.61","54","1"
"18/09/2024","18/09/2024","","27999.61","-152460364.69","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24262120372 /PANKAJ JHA / Txn Amt. 27994.00 Charges. 5.61","54","1"
"18/09/2024","18/09/2024","","5398","-152465762.69","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / RAMKISUN .","54","1"
"19/09/2024","19/09/2024","840000","","-151625762.69","CHEQUE DEPOSIT CLEARING-18/09/2024 211 4785 CTS-CHQ:379848 - ABL","54","1"
"19/09/2024","19/09/2024","7543800","","-144081962.69","CHEQUE DEPOSIT CLEARING-18/09/2024 211 4785 CTS-CHQ:379847 - ABL","54","1"
"19/09/2024","19/09/2024","","80000","-144161962.69","WITHDRAWAL TRANSFER 51049 GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","54","1"
"19/09/2024","19/09/2024","","500029.21","-144661991.9","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24263162799 /BPCL ECMS / Txn Amt. 500000.00 Charges. 29.21","55","1"
"19/09/2024","19/09/2024","","45005.61","-144706997.51","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24263162820 /MUKESH AGRAW/ Txn Amt. 45000.00 Charges. 5.61","55","1"
"19/09/2024","19/09/2024","","500029.21","-145207026.72","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24263162822 /Kalra Enterp/ Txn Amt. 500000.00 Charges. 29.21","55","1"
"19/09/2024","19/09/2024","759300.3","","-144447726.42","NO BOOK DEPOSIT TRANSFER RTGS/UTIB/UTIBR72024091900178 797/ULTRATEC/","55","1"
"19/09/2024","19/09/2024","","840000","-145287726.42","OUTWARD CLEARING CHEQUE RETURN Charges-Kindly contact Drawer / Drawee Bank and pl","55","1"
"19/09/2024","19/09/2024","","7543800","-152831526.42","OUTWARD CLEARING CHEQUE RETURN Charges-Kindly contact Drawer / Drawee Bank and pl","55","1"
"19/09/2024","19/09/2024","317817.88","","-152513708.54","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520240919943 00156/ULTRATEC/","55","1"
"20/09/2024","20/09/2024","","4777184","-157290892.54","WITHDRAWAL TRANSFER GST PAYMENT/24092300079164/23AAC CG5896R1ZT","55","1"
"20/09/2024","20/09/2024","5500000","","-151790892.54","CREDIT TXN","55","1"
"20/09/2024","20/09/2024","","3802.66","-151794695.2","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24264312942 /AUTO MOTIVE / Txn Amt. 3800.00 Charges. 2.66","55","1"
"20/09/2024","20/09/2024","350559","","-151444136.2","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12024092049471 661/MANCHUKO/","55","1"
"20/09/2024","20/09/2024","165096","","-151279040.2","NO BOOK DEPOSIT TRANSFER NEFT/SBIN/SBIN124264642896 /MANCHUKONDA /","55","1"
"20/09/2024","20/09/2024","","56635","-151335675.2","WITHDRAWAL TRANSFER / BRANCH-P020 / LAXMAN THAKUR","55","1"
"20/09/2024","20/09/2024","","1000029.21","-152335704.41","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24264347004 /BPCL ECMS / Txn Amt. 1000000.00 Charges. 29.21","56","1"
"20/09/2024","20/09/2024","","135357.41","-152471061.82","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264347055 /Translink Lo/ Txn Amt. 135340.00 Charges. 17.41","56","1"
"20/09/2024","20/09/2024","","1859913.21","-154330975.03","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24264347064 /STATE BANK O/ Txn Amt. 1859884.00 Charges. 29.21","56","1"
"20/09/2024","20/09/2024","","200017.41","-154530992.44","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24264347058 /ETC POOL / Txn Amt. 200000.00 Charges. 17.41","56","1"
"20/09/2024","20/09/2024","","25000","-154555992.44","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24264349755 /VARSHA / Txn Amt. 24994.39 Charges. 5.61","56","1"
"20/09/2024","20/09/2024","","5900","-154561892.44","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24264349731 /VARSHA / Txn Amt. 5897.34 Charges. 2.66","56","1"
"20/09/2024","20/09/2024","","4300","-154566192.44","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24264349734 /BHISHAM MADA/ Txn Amt. 4297.34 Charges. 2.66","56","1"
"20/09/2024","20/09/2024","","10000","-154576192.44","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBH24264349805 /PREM KISHORE/ Txn Amt. 9997.34 Charges. 2.66","56","1"
"20/09/2024","20/09/2024","","30138","-154606330.44","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24264350918 /UMESH SINGH / Txn Amt. 30132.39 Charges. 5.61","56","1"
"20/09/2024","20/09/2024","","51008","-154657338.44","WITHDRAWAL TRANSFER GST PAYMENT/24092300093304/23ACJ PA5414B1ZG","56","1"
"20/09/2024","20/09/2024","","28922","-154686260.44","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24264376584 /BABAN SAHU / Txn Amt. 28916.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","12932","-154699192.44","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264376564 /SANJU SHARMA/ Txn Amt. 12926.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","25619","-154724811.44","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24264376429 /SHIV DAYAL S/ Txn Amt. 25613.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","41481","-154766292.44","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264376430 /UMESH SINGH / Txn Amt. 41475.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","20563","-154786855.44","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24264376431 /SESHMANI SAH/ Txn Amt. 20557.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","23755","-154810610.44","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24264376569 /BRAJESH SAHU/ Txn Amt. 23749.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","30663","-154841273.44","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24264376434 /AHIWARAN SAH/ Txn Amt. 30657.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","7154.05","-154848427.49","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264376571 /AHIWARAN SAH/ Txn Amt. 7151.39 Charges. 2.66","57","1"
"20/09/2024","20/09/2024","","18825","-154867252.49","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24264376590 /RAMMANI SAHU/ Txn Amt. 18819.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","26406","-154893658.49","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24264376624 /RAMMANI SAHU/ Txn Amt. 26400.39 Charges. 5.61","57","1"
"20/09/2024","20/09/2024","","15564","-154909222.49","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24264376641 /ASHTOSH SAHU/ Txn Amt. 15558.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","23867","-154933089.49","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBH24264376601 /JAGYALAL SAH/ Txn Amt. 23861.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","24100","-154957189.49","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBH24264376642 /MRATUNJAY PA/ Txn Amt. 24094.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","52674","-155009863.49","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264376625 /KANHIYA LAL / Txn Amt. 52668.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","20311","-155030174.49","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264376626 /VIPIN KUMAR / Txn Amt. 20305.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","18465","-155048639.49","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24264376603 /CHANDRABHAN / Txn Amt. 18459.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","26436","-155075075.49","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBH24264376653 /ABHIMANNU SI/ Txn Amt. 26430.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","20582","-155095657.49","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBH24264376638 /SESHMANI SAH/ Txn Amt. 20576.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","21410","-155117067.49","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264376639 /AYODHA PRASA/ Txn Amt. 21404.39 Charges. 5.61","58","1"
"20/09/2024","20/09/2024","","9002.66","-155126070.15","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264378184 /VINOD VISHWA/ Txn Amt. 9000.00 Charges. 2.66","58","1"
"20/09/2024","20/09/2024","","3002.66","-155129072.81","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBH24264378112 /ARIF KHAN / Txn Amt. 3000.00 Charges. 2.66","59","1"
"20/09/2024","20/09/2024","","12994","-155142066.81","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P002 / GAUREE","59","1"
"20/09/2024","20/09/2024","","5398","-155147464.81","WITHDRAWAL TRANSFER / FREIGHT PAYMENT-P001 / MALKHAN","59","1"
"20/09/2024","20/09/2024","","41999.61","-155189464.42","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBH24264380514 /SHIWANI SING/ Txn Amt. 41994.00 Charges. 5.61","59","1"
