"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"09/01/2025","09/01/2025","","8102.66","-147816837.42","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 291/GOEL CAR/ Txn Amt. 8100.00 Charges. 2.66","35","1"
"09/01/2025","09/01/2025","","8102.66","-147824940.08","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 311/GOEL CAR/ Txn Amt. 8100.00 Charges. 2.66","35","1"
"09/01/2025","09/01/2025","","8102.66","-147833042.74","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 323/GOEL CAR/ Txn Amt. 8100.00 Charges. 2.66","35","1"
"09/01/2025","09/01/2025","","8102.66","-147841145.4","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 276/GOEL CAR/ Txn Amt. 8100.00 Charges. 2.66","35","1"
"09/01/2025","09/01/2025","","8102.66","-147849248.06","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 277/GOEL CAR/ Txn Amt. 8100.00 Charges. 2.66","35","1"
"09/01/2025","09/01/2025","","8102.66","-147857350.72","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 312/GOEL CAR/ Txn Amt. 8100.00 Charges. 2.66","35","1"
"09/01/2025","09/01/2025","","8102.66","-147865453.38","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 280/GOEL CAR/ Txn Amt. 8100.00 Charges. 2.66","36","1"
"09/01/2025","09/01/2025","","8102.66","-147873556.04","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 313/GOEL CAR/ Txn Amt. 8100.00 Charges. 2.66","36","1"
"09/01/2025","09/01/2025","","76945.61","-147950501.65","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941850 346/GOEL CAR/ Txn Amt. 76940.00 Charges. 5.61","36","1"
"09/01/2025","09/01/2025","","34152.61","-147984654.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 143/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","36","1"
"09/01/2025","09/01/2025","","58256.61","-148042910.87","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 135/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","36","1"
"09/01/2025","09/01/2025","","34152.61","-148077063.48","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 168/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","36","1"
"09/01/2025","09/01/2025","","34152.61","-148111216.09","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 151/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","36","1"
"09/01/2025","09/01/2025","","34152.61","-148145368.7","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 183/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","36","1"
"09/01/2025","09/01/2025","","34152.61","-148179521.31","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 185/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","37","1"
"09/01/2025","09/01/2025","","34152.61","-148213673.92","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 176/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","37","1"
"09/01/2025","09/01/2025","","34152.61","-148247826.53","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 201/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","37","1"
"09/01/2025","09/01/2025","","34152.61","-148281979.14","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 177/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","37","1"
"09/01/2025","09/01/2025","","34152.61","-148316131.75","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 178/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","37","1"
"09/01/2025","09/01/2025","","58256.61","-148374388.36","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 203/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","37","1"
"09/01/2025","09/01/2025","","58256.61","-148432644.97","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 205/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","37","1"
"09/01/2025","09/01/2025","","58256.61","-148490901.58","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 194/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","37","1"
"09/01/2025","09/01/2025","","58256.61","-148549158.19","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 206/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","38","1"
"09/01/2025","09/01/2025","","58256.61","-148607414.8","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 179/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","38","1"
"09/01/2025","09/01/2025","","58256.61","-148665671.41","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 221/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","38","1"
"09/01/2025","09/01/2025","","58256.61","-148723928.02","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 222/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","38","1"
"09/01/2025","09/01/2025","","58256.61","-148782184.63","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 196/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","38","1"
"09/01/2025","09/01/2025","","58256.61","-148840441.24","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 197/GOEL CAR/ Txn Amt. 58251.00 Charges. 5.61","38","1"
"09/01/2025","09/01/2025","","34152.61","-148874593.85","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941851 224/GOEL CAR/ Txn Amt. 34147.00 Charges. 5.61","38","1"
"09/01/2025","09/01/2025","1898797","","-146975796.85","NO BOOK DEPOSIT TRANSFER RTGS/ICIC/ICICR220250109071900 88/GOEL CAR/","38","1"
"09/01/2025","09/01/2025","","880700","-147856496.85","WITHDRAWAL TRANSFER emi axis GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","38","1"
"09/01/2025","09/01/2025","","200017.41","-148056514.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941861 392/BPCL ECM/ Txn Amt. 200000.00 Charges. 17.41","39","1"
"09/01/2025","09/01/2025","","9392.66","-148065906.92","WITHDRAWAL TRANSFER NEFT/YESB/IDIBN52025010941861 396/PREJAG H/ Txn Amt. 9390.00 Charges. 2.66","39","1"
"09/01/2025","09/01/2025","","450029.21","-148515936.13","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941861 397/INDIAN O/ Txn Amt. 450000.00 Charges. 29.21","39","1"
"09/01/2025","09/01/2025","","15035","-148530971.13","WITHDRAWAL TRANSFER NEFT/BARB/IDIBN52025010941864 943/RAMSWARU/ Txn Amt. 15029.39 Charges. 5.61","39","1"
"09/01/2025","09/01/2025","","7900","-148538871.13","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010941864 952/RAM BHRO/ Txn Amt. 7897.34 Charges. 2.66","39","1"
"09/01/2025","09/01/2025","","12960","-148551831.13","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941864 968/DOLAT SI/ Txn Amt. 12954.39 Charges. 5.61","39","1"
"09/01/2025","09/01/2025","","800000","-149351831.13","WITHDRAWAL TRANSFER / TRANSFER-P011 / MOTILAL GOEL","39","1"
"09/01/2025","09/01/2025","","70054","-149421885.13","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250109418798 05/BABAN SA/ Txn Amt. 70048.39 Charges. 5.61","39","1"
"09/01/2025","09/01/2025","","24658","-149446543.13","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250109418798 41/RAMMANI / Txn Amt. 24652.39 Charges. 5.61","39","1"
"09/01/2025","09/01/2025","","17266","-149463809.13","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250109418798 09/SHIV DAY/ Txn Amt. 17260.39 Charges. 5.61","40","1"
"09/01/2025","09/01/2025","","57009","-149520818.13","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250109418797 10/UMESH SI/ Txn Amt. 57003.39 Charges. 5.61","40","1"
"09/01/2025","09/01/2025","","21491","-149542309.13","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250109418798 85/KANHIYA / Txn Amt. 21485.39 Charges. 5.61","40","1"
"09/01/2025","09/01/2025","","7813","-149550122.13","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941879 914/SANDEEP / Txn Amt. 7810.34 Charges. 2.66","40","1"
"09/01/2025","09/01/2025","","53462","-149603584.13","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250109418799 17/RAVI PRA/ Txn Amt. 53456.39 Charges. 5.61","40","1"
"09/01/2025","09/01/2025","","37938","-149641522.13","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010941879 718/SANTOSH / Txn Amt. 37932.39 Charges. 5.61","40","1"
"09/01/2025","09/01/2025","","27583","-149669105.13","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941879 923/SIDDHGOP/ Txn Amt. 27577.39 Charges. 5.61","40","1"
"09/01/2025","09/01/2025","","14646","-149683751.13","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025010941879 719/MAHESH S/ Txn Amt. 14640.39 Charges. 5.61","40","1"
"09/01/2025","09/01/2025","","165276","-149849027.13","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941879 892/MAA SHER/ Txn Amt. 165258.59 Charges. 17.41","41","1"
"09/01/2025","09/01/2025","","10038","-149859065.13","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250109418797 20/BRAJESH / Txn Amt. 10032.39 Charges. 5.61","41","1"
"09/01/2025","09/01/2025","","19123","-149878188.13","WITHDRAWAL TRANSFER / BRANCH-P007 / RAMSWAYAMBAR","41","1"
"09/01/2025","09/01/2025","","125000","-150003188.13","WITHDRAWAL TRANSFER / BRANCH-P029 / VISHWAKARMA ENGINEERING WORKS","41","1"
"09/01/2025","09/01/2025","","24250","-150027438.13","WITHDRAWAL TRANSFER / BRANCH-P009 / INDRA PAL","41","1"
"09/01/2025","09/01/2025","","10876","-150038314.13","WITHDRAWAL TRANSFER / BRANCH-P010 / VINAY KUMAR","41","1"
"09/01/2025","09/01/2025","","15637","-150053951.13","WITHDRAWAL TRANSFER / BRANCH-P011 / Indresh Kumar Sharma","41","1"
"09/01/2025","09/01/2025","","11309","-150065260.13","WITHDRAWAL TRANSFER / BRANCH-P012 / UMESH","41","1"
"09/01/2025","09/01/2025","","8200","-150073460.13","WITHDRAWAL TRANSFER / BRANCH-P013 / JAIPAL SINGH BARGAHI S/O ANUP SINGH BAGAHI","41","1"
"09/01/2025","09/01/2025","","5961","-150079421.13","WITHDRAWAL TRANSFER / BRANCH-P014 / Fakroodeen","41","1"
"09/01/2025","09/01/2025","","6527","-150085948.13","WITHDRAWAL TRANSFER / BRANCH-P015 / MO. FAREED","41","1"
"09/01/2025","09/01/2025","","10377","-150096325.13","WITHDRAWAL TRANSFER / BRANCH-P016 / SUJEET KUMAR","41","1"
"09/01/2025","09/01/2025","","7516","-150103841.13","WITHDRAWAL TRANSFER / BRANCH-P017 / PRADEEP","41","1"
"09/01/2025","09/01/2025","","20481","-150124322.13","WITHDRAWAL TRANSFER / BRANCH-P018 / NASEEM","41","1"
"09/01/2025","09/01/2025","","21677","-150145999.13","WITHDRAWAL TRANSFER / BRANCH-P019 / MOHD MUMTAZ","42","1"
"09/01/2025","09/01/2025","","15250","-150161249.13","WITHDRAWAL TRANSFER / BRANCH-P020 / MOHD IRFAN","42","1"
"09/01/2025","09/01/2025","","15000","-150176249.13","WITHDRAWAL TRANSFER / BRANCH-P021 / Shiv Kumar","42","1"
"09/01/2025","09/01/2025","","19750","-150195999.13","WITHDRAWAL TRANSFER / BRANCH-P022 / AJAY KUMAR","42","1"
"09/01/2025","09/01/2025","","10250","-150206249.13","WITHDRAWAL TRANSFER / BRANCH-P023 / Dheeraj Kumar","42","1"
"09/01/2025","09/01/2025","","6258","-150212507.13","WITHDRAWAL TRANSFER / BRANCH-P024 / Deepak","42","1"
"09/01/2025","09/01/2025","","7900","-150220407.13","WITHDRAWAL TRANSFER / BRANCH-P025 / ARVIND KUMAR","42","1"
"09/01/2025","09/01/2025","","10839","-150231246.13","WITHDRAWAL TRANSFER / BRANCH-P026 / MOHAMMAD MUSTAKEEM","42","1"
"09/01/2025","09/01/2025","","10200","-150241446.13","WITHDRAWAL TRANSFER / BRANCH-P027 / Shivam Dwivedi","42","1"
"09/01/2025","09/01/2025","","14500","-150255946.13","WITHDRAWAL TRANSFER / BRANCH-P028 / DOLLY","42","1"
"09/01/2025","09/01/2025","","14603","-150270549.13","WITHDRAWAL TRANSFER / BRANCH-P008 / SAYYAD ASRAF HUSAIN","42","1"
"09/01/2025","09/01/2025","","11231.61","-150281780.74","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250109418865 76/Asad sid/ Txn Amt. 11226.00 Charges. 5.61","42","1"
"09/01/2025","09/01/2025","","21285.61","-150303066.35","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250109418870 12/PRASHANT/ Txn Amt. 21280.00 Charges. 5.61","42","1"
"09/01/2025","09/01/2025","2500000","","-147803066.35","CREDIT TXN","42","1"
"09/01/2025","09/01/2025","","5872","-147808938.35","WITHDRAWAL TRANSFER / BRANCH-P043 / BRIJESH TRADERS","42","1"
"09/01/2025","09/01/2025","","63885.61","-147872823.96","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025010941959 346/GOEL CAR/ Txn Amt. 63880.00 Charges. 5.61","43","1"
"09/01/2025","09/01/2025","","300029.21","-148172853.17","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250109419608 42/ETC POOL/ Txn Amt. 300000.00 Charges. 29.21","43","1"
"09/01/2025","09/01/2025","","13205.61","-148186058.78","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250109419608 44/gulam ka/ Txn Amt. 13200.00 Charges. 5.61","43","1"
"09/01/2025","09/01/2025","","400029.21","-148586087.99","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250109419608 11/Translin/ Txn Amt. 400000.00 Charges. 29.21","43","1"
"09/01/2025","09/01/2025","","200017.41","-148786105.4","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250109419608 12/RAJENDRA/ Txn Amt. 200000.00 Charges. 17.41","43","1"
"09/01/2025","09/01/2025","","376390","-149162495.4","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250109419619 79/AMIT KUM/ Txn Amt. 376360.79 Charges. 29.21","43","1"
"09/01/2025","09/01/2025","309306.18","","-148853189.22","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520250109792 81656/ULTRATEC/","43","1"
"09/01/2025","09/01/2025","228864.17","","-148624325.05","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520250109793 10039/ULTRATEC/","43","1"
"10/01/2025","10/01/2025","","1650000","-150274325.05","WITHDRAWAL TRANSFER / BRANCH-P034 / SHUBHAM GOYAL","43","1"
"10/01/2025","10/01/2025","","239730","-150514055.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915815","43","1"
"10/01/2025","10/01/2025","","36840","-150550895.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915814","44","1"
"10/01/2025","10/01/2025","","79455","-150630350.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000009047082","44","1"
"10/01/2025","10/01/2025","","79455","-150709805.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000009047085","44","1"
"10/01/2025","10/01/2025","","463220","-151173025.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000009047084","44","1"
"10/01/2025","10/01/2025","","92190","-151265215.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000007009458","44","1"
"10/01/2025","10/01/2025","","239730","-151504945.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915812","44","1"
"10/01/2025","10/01/2025","","36840","-151541785.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915813","44","1"
"10/01/2025","10/01/2025","","239730","-151781515.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915816","44","1"
"10/01/2025","10/01/2025","","36840","-151818355.05","WITHDRAWAL TRANSFER KMBLDRAOPERATIONS IDIB0000000006915810","44","1"
"10/01/2025","10/01/2025","","5000","-151823355.05","CAS REMITTANCE THROUGH CHEQUE INW_CLG :KRISHNA ADVERTISING AGENC","44","1"
"10/01/2025","10/01/2025","","350029.21","-152173384.26","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025011042056 994/BPCL ECM/ Txn Amt. 350000.00 Charges. 29.21","44","1"
"10/01/2025","10/01/2025","","1600058.41","-153773442.67","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52025011043134 185/IOCXPP /. Txn Amt. 1600000.00 Charges. 58.41","44","1"
"10/01/2025","10/01/2025","550357.69","","-153223084.98","NO BOOK DEPOSIT TRANSFER RTGS/HDFC/HDFCR520250110795 63606/ULTRATEC/","44","1"
"10/01/2025","10/01/2025","506397.8","","-152716687.18","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62025011050415 322/J K CEMENT/","44","1"
"11/01/2025","11/01/2025","","350029.21","-153066716.39","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025011142290 448/BPCL ECM/ Txn Amt. 350000.00 Charges. 29.21","45","1"
"11/01/2025","11/01/2025","","180017.41","-153246733.8","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111422904 18/RAJENDRA/ Txn Amt. 180000.00 Charges. 17.41","45","1"
"11/01/2025","11/01/2025","","4522.66","-153251256.46","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111422904 54/FAROOKH / Txn Amt. 4520.00 Charges. 2.66","45","1"
"11/01/2025","11/01/2025","","5079.66","-153256336.12","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111422904 55/SURESH M/ Txn Amt. 5077.00 Charges. 2.66","45","1"
"11/01/2025","11/01/2025","","5709.66","-153262045.78","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250111422904 56/AJANTA T/ Txn Amt. 5707.00 Charges. 2.66","45","1"
"11/01/2025","11/01/2025","","4002.66","-153266048.44","WITHDRAWAL TRANSFER NEFT/BARB/IDIBN52025011142290 457/ARCHNA V/ Txn Amt. 4000.00 Charges. 2.66","45","1"
"11/01/2025","11/01/2025","","300029.21","-153566077.65","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250111422904 82/Translin/ Txn Amt. 300000.00 Charges. 29.21","45","1"
"11/01/2025","11/01/2025","","24999.61","-153591077.26","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250111422905 17/SHAAN SH/ Txn Amt. 24994.00 Charges. 5.61","45","1"
"11/01/2025","11/01/2025","","47187.61","-153638264.87","WITHDRAWAL TRANSFER NEFT/PSIB/IDIBN520250111422904 92/Vindhya / Txn Amt. 47182.00 Charges. 5.61","46","1"
"11/01/2025","11/01/2025","","30000","-153668264.87","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025011142291 346/RAM BHRO/ Txn Amt. 29994.39 Charges. 5.61","46","1"
"11/01/2025","11/01/2025","","4000","-153672264.87","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111422913 18/JAI SING/ Txn Amt. 3997.34 Charges. 2.66","46","1"
"11/01/2025","11/01/2025","","20000","-153692264.87","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025011142291 332/SUNEET S/ Txn Amt. 19994.39 Charges. 5.61","46","1"
"11/01/2025","11/01/2025","","5000","-153697264.87","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111422913 51/JAI SING/ Txn Amt. 4997.34 Charges. 2.66","46","1"
"11/01/2025","11/01/2025","","16620","-153713884.87","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250111422918 97/JAGYALAL/ Txn Amt. 16614.39 Charges. 5.61","46","1"
"11/01/2025","11/01/2025","","33037","-153746921.87","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025011142291 898/CHANDRAB/ Txn Amt. 33031.39 Charges. 5.61","46","1"
"11/01/2025","11/01/2025","","17445","-153764366.87","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111422919 41/AHIWARAN/ Txn Amt. 17439.39 Charges. 5.61","46","1"
"11/01/2025","11/01/2025","","17718","-153782084.87","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250111422919 28/SHEETA P/ Txn Amt. 17712.39 Charges. 5.61","47","1"
"11/01/2025","11/01/2025","","28781","-153810865.87","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250111422919 52/THAKUR P/ Txn Amt. 28775.39 Charges. 5.61","47","1"
"11/01/2025","11/01/2025","","14150","-153825015.87","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111422919 38/AHIWARAN/ Txn Amt. 14144.39 Charges. 5.61","47","1"
"11/01/2025","11/01/2025","","26162","-153851177.87","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250111422919 85/AHIWARAN/ Txn Amt. 26156.39 Charges. 5.61","47","1"
"11/01/2025","11/01/2025","","28824","-153880001.87","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250111422919 60/SHANKAR / Txn Amt. 28818.39 Charges. 5.61","47","1"
"11/01/2025","11/01/2025","","300028.91","-154180030.78","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520250111431487 09/ECT POOL/. Txn Amt. 300000.00 Charges. 28.91","47","1"
"11/01/2025","11/01/2025","","4551","-154184581.78","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025011142307 848/KULWANT / Txn Amt. 4548.34 Charges. 2.66","47","1"
"11/01/2025","11/01/2025","","9369","-154193950.78","WITHDRAWAL TRANSFER NEFT/MAHB/IDIBN52025011142307 851/KAMTA PR/ Txn Amt. 9366.34 Charges. 2.66","47","1"
"11/01/2025","11/01/2025","","81146","-154275096.78","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250111423082 53/SHIV DAY/ Txn Amt. 81140.39 Charges. 5.61","48","1"
"11/01/2025","11/01/2025","","17316","-154292412.78","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250111423082 67/KAMALBHA/ Txn Amt. 17310.39 Charges. 5.61","48","1"
"11/01/2025","11/01/2025","","42054","-154334466.78","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111423082 57/RAMMANI / Txn Amt. 42048.39 Charges. 5.61","48","1"
"11/01/2025","11/01/2025","","17682","-154352148.78","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025011142308 281/MAHESH S/ Txn Amt. 17676.39 Charges. 5.61","48","1"
"11/01/2025","11/01/2025","","29704","-154381852.78","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025011142308 269/SHRI BHA/ Txn Amt. 29698.39 Charges. 5.61","48","1"
"11/01/2025","11/01/2025","","6988","-154388840.78","WITHDRAWAL TRANSFER / -P001 / RAKESH","48","1"
"11/01/2025","11/01/2025","","7065.66","-154395906.44","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025011142311 247/VIPUL YA/ Txn Amt. 7063.00 Charges. 2.66","48","1"
"11/01/2025","11/01/2025","","4230.66","-154400137.1","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250111423112 68/RANVEER / Txn Amt. 4228.00 Charges. 2.66","48","1"
"11/01/2025","11/01/2025","","6481.66","-154406618.76","WITHDRAWAL TRANSFER NEFT/INDB/IDIBN520250111423112 51/VIJAY YA/ Txn Amt. 6479.00 Charges. 2.66","48","1"
"11/01/2025","11/01/2025","","16319.61","-154422938.37","WITHDRAWAL TRANSFER NEFT/KKBK/IDIBN52025011142311 252/GOVIND S/ Txn Amt. 16314.00 Charges. 5.61","49","1"
"11/01/2025","11/01/2025","","3950.66","-154426889.03","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250111423112 53/UMESH KU/ Txn Amt. 3948.00 Charges. 2.66","49","1"
"13/01/2025","13/01/2025","","1050058.41","-155476947.44","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52025011343164 142/IOCXPP /. Txn Amt. 1050000.00 Charges. 58.41","49","1"
"13/01/2025","13/01/2025","","300028.91","-155776976.35","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520250113431641 43/ECT POOL/. Txn Amt. 300000.00 Charges. 28.91","49","1"
"13/01/2025","13/01/2025","","20000","-155796976.35","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250113424296 14/NIRPAT S/ Txn Amt. 19994.39 Charges. 5.61","49","1"
"13/01/2025","13/01/2025","","6075","-155803051.35","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250113424296 75/RAM KALE/ Txn Amt. 6072.34 Charges. 2.66","49","1"
"13/01/2025","13/01/2025","","15120","-155818171.35","WITHDRAWAL TRANSFER NEFT/ESMF/IDIBN52025011342429 699/NARENDRA/ Txn Amt. 15114.39 Charges. 5.61","49","1"
"13/01/2025","13/01/2025","","35000","-155853171.35","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250113424296 76/PRAMOD K/ Txn Amt. 34994.39 Charges. 5.61","49","1"
"13/01/2025","13/01/2025","","24134","-155877305.35","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025011342433 380/SANTOSH / Txn Amt. 24128.39 Charges. 5.61","50","1"
"13/01/2025","13/01/2025","","21576","-155898881.35","WITHDRAWAL TRANSFER NEFT/INDB/IDIBN520250113424335 07/SHIVANI / Txn Amt. 21570.39 Charges. 5.61","50","1"
"13/01/2025","13/01/2025","","17474","-155916355.35","WITHDRAWAL TRANSFER NEFT/UTIB/IDIBN520250113424334 92/JAGYALAL/ Txn Amt. 17468.39 Charges. 5.61","50","1"
"13/01/2025","13/01/2025","","17216","-155933571.35","WITHDRAWAL TRANSFER NEFT/PUNB/IDIBN52025011342433 524/CHANDRAB/ Txn Amt. 17210.39 Charges. 5.61","50","1"
"13/01/2025","13/01/2025","","12424","-155945995.35","WITHDRAWAL TRANSFER NEFT/SBIN/IDIBN520250113424334 93/AHIWARAN/ Txn Amt. 12418.39 Charges. 5.61","50","1"
"13/01/2025","13/01/2025","","20994","-155966989.35","WITHDRAWAL TRANSFER NEFT/HDFC/IDIBN52025011342433 526/SHRI BHA/ Txn Amt. 20988.39 Charges. 5.61","50","1"
"13/01/2025","13/01/2025","","17776","-155984765.35","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250113424335 11/SHEETA P/ Txn Amt. 17770.39 Charges. 5.61","50","1"
"13/01/2025","13/01/2025","","33609","-156018374.35","WITHDRAWAL TRANSFER NEFT/UBIN/IDIBN520250113424335 13/KANHIYA / Txn Amt. 33603.39 Charges. 5.61","50","1"
"13/01/2025","13/01/2025","","32141","-156050515.35","WITHDRAWAL TRANSFER NEFT/ICIC/IDIBN520250113424335 35/SHIV DAY/ Txn Amt. 32135.39 Charges. 5.61","51","1"
"13/01/2025","13/01/2025","","9210","-156059725.35","WITHDRAWAL TRANSFER NEFT/AUBL/IDIBN52025011342433 514/SUNIL SI/ Txn Amt. 9207.34 Charges. 2.66","51","1"
