"Value Date","Post Date","Credit Amount","Debit Amount","Closing Balance","Description","Page Number","Minus"
"18/04/2026","18/04/2026","","11589","-126521687.92","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P012 / NEFT/UBIN/IDIBN520260418387073 52/VIPIN KU/ Txn Amt. 11583.39 Charges. 5.61","18","1"
"18/04/2026","18/04/2026","","19884","-126541571.92","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P013 / NEFT/ICIC/IDIBN520260418387064 49/SHEETA P/ Txn Amt. 19878.39 Charges. 5.61","18","1"
"18/04/2026","18/04/2026","","49325.61","-126590897.53","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P396 / NEFT/YESB/IDIBN52026041838707 060/PREJAG H/ Txn Amt. 49320.00 Charges. 5.61","18","1"
"18/04/2026","18/04/2026","","23556","-126614453.53","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P015 / NEFT/UBIN/IDIBN520260418387070 61/RADHE SA/ Txn Amt. 23550.39 Charges. 5.61","18","1"
"18/04/2026","18/04/2026","","20175","-126634628.53","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P016 / NEFT/SBIN/IDIBN520260418387070 62/PRABHAKA/ Txn Amt. 20169.39 Charges. 5.61","18","1"
"18/04/2026","18/04/2026","","17700","-126652328.53","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P017 / NEFT/SBIN/IDIBN520260418387070 63/HEERAMAN/ Txn Amt. 17694.39 Charges. 5.61","19","1"
"18/04/2026","18/04/2026","","30549","-126682877.53","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P014 / NEFT/PUNB/IDIBN52026041838707 364/ABHISHEK/ Txn Amt. 30543.39 Charges. 5.61","19","1"
"19/04/2026","19/04/2026","17694.39","","-126665183.14","CREDIT TXN IDIBN52026041838707063 Failed NEFT outw","19","1"
"20/04/2026","20/04/2026","","2100058.41","-128765241.55","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042001745 328/IOCXPP /. Txn Amt. 2100000.00 Charges. 58.41","19","1"
"20/04/2026","20/04/2026","","500028.91","-129265270.46","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260420017454 75/ECT POOL/. Txn Amt. 500000.00 Charges. 28.91","19","1"
"20/04/2026","20/04/2026","","4000000","-133265270.46","WITHDRAWAL TRANSFER Transfer 77448Kalyani MineralKalyani KALYANI MINERALS LLP","19","1"
"20/04/2026","20/04/2026","","1000058.41","-134265328.87","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260420017594 80/HPCL Dri/. Txn Amt. 1000000.00 Charges. 58.41","19","1"
"20/04/2026","20/04/2026","","36119","-134301447.87","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P011 / NEFT/ICIC/IDIBN520260420389018 52/SHEETA P/ Txn Amt. 36113.39 Charges. 5.61","19","1"
"20/04/2026","20/04/2026","","51321","-134352768.87","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P012 / NEFT/SBIN/IDIBN520260420389018 57/RAMMANI / Txn Amt. 51315.39 Charges. 5.61","20","1"
"20/04/2026","20/04/2026","","52123","-134404891.87","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P013 / NEFT/ICIC/IDIBN520260420389014 44/MRATUNJA/ Txn Amt. 52117.39 Charges. 5.61","20","1"
"20/04/2026","20/04/2026","","21533","-134426424.87","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P017 / NEFT/ICIC/IDIBN520260420389014 46/SHIV DAY/ Txn Amt. 21527.39 Charges. 5.61","20","1"
"20/04/2026","20/04/2026","","19785","-134446209.87","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P015 / NEFT/UTIB/IDIBN520260420389010 61/NASEEM K/ Txn Amt. 19779.39 Charges. 5.61","20","1"
"20/04/2026","20/04/2026","","25476","-134471685.87","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P016 / NEFT/SBIN/IDIBN520260420389018 63/DHANANJA/ Txn Amt. 25470.39 Charges. 5.61","20","1"
"20/04/2026","20/04/2026","","23351","-134495036.87","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P014 / NEFT/SBIN/IDIBN520260420389018 70/PRABHAKA/ Txn Amt. 23345.39 Charges. 5.61","20","1"
"20/04/2026","20/04/2026","8079566","","-126415470.87","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12026042024914 463/26240044/","20","1"
"20/04/2026","20/04/2026","","1800058.41","-128215529.28","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042001761 939/IOCXPP /. Txn Amt. 1800000.00 Charges. 58.41","21","1"
"20/04/2026","20/04/2026","","35550","-128251079.28","WITHDRAWAL TRANSFER GST PAYMENT/26042300158534/23ACJ PA5414B1ZG","21","1"
"20/04/2026","20/04/2026","","17137590","-145388669.28","WITHDRAWAL TRANSFER GST PAYMENT/26042300161396/23AAC CG5896R1ZT","21","1"
"21/04/2026","21/04/2026","","8000","-145396669.28","WITHDRAWAL TRANSFER / BRANCH-P023 / RANU","21","1"
"21/04/2026","21/04/2026","","1250000","-146646669.28","WITHDRAWAL TRANSFER / BRANCH-P001 / GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","21","1"
"21/04/2026","21/04/2026","","500029.21","-147146698.49","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P021 / NEFT/HDFC/IDIBN52026042138988 301/BPCL ECM/ Txn Amt. 500000.00 Charges. 29.21","21","1"
"21/04/2026","21/04/2026","","34220.61","-147180919.1","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P811 / NEFT/PUNB/IDIBN52026042138988 308/SNS ADR / Txn Amt. 34215.00 Charges. 5.61","21","1"
"21/04/2026","21/04/2026","","42568.61","-147223487.71","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P534 / NEFT/BDBL/IDIBN52026042138988 312/NARESH T/ Txn Amt. 42563.00 Charges. 5.61","21","1"
"21/04/2026","21/04/2026","","700029.21","-147923516.92","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P276 / NEFT/ICIC/IDIBN520260421389869 20/HPCL / Txn Amt. 700000.00 Charges. 29.21","21","1"
"21/04/2026","21/04/2026","","42563","-147966079.92","WITHDRAWAL TRANSFER / BRANCH-P023 / RANU","22","1"
"21/04/2026","21/04/2026","","1800058.41","-149766138.33","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042101774 373/IOCXPP /. Txn Amt. 1800000.00 Charges. 58.41","22","1"
"21/04/2026","21/04/2026","","750000","-150516138.33","WITHDRAWAL TRANSFER Transfer 73644SunnyGoyal 4269 SUNNY GOYAL S/O MOTI LAL GOYAL","22","1"
"22/04/2026","22/04/2026","","3200000","-153716138.33","WITHDRAWAL TRANSFER Transfer 50132MOTILAL GOEL 40506 MOTILAL GOEL","22","1"
"22/04/2026","22/04/2026","","550029.21","-154266167.54","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P043 / NEFT/HDFC/IDIBN52026042239138 033/INDIAN O/ Txn Amt. 550000.00 Charges. 29.21","22","1"
"22/04/2026","22/04/2026","","432322.21","-154698489.75","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P810 / NEFT/HDFC/IDIBN52026042239138 308/TUTEJA T/ Txn Amt. 432293.00 Charges. 29.21","22","1"
"22/04/2026","22/04/2026","","500029.21","-155198518.96","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P276 / NEFT/ICIC/IDIBN520260422391383 10/HPCL / Txn Amt. 500000.00 Charges. 29.21","22","1"
"22/04/2026","22/04/2026","","25960","-155224478.96","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P011 / NEFT/UBIN/IDIBN520260422391819 34/GAYANEND/ Txn Amt. 25954.39 Charges. 5.61","22","1"
"22/04/2026","22/04/2026","","26612.61","-155251091.57","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P538 / NEFT/UBIN/IDIBN520260422391819 37/KULWANT / Txn Amt. 26607.00 Charges. 5.61","23","1"
"22/04/2026","22/04/2026","","17700","-155268791.57","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P013 / NEFT/SBIN/IDIBN520260422391824 94/HEERAMAN/ Txn Amt. 17694.39 Charges. 5.61","23","1"
"22/04/2026","22/04/2026","","202561","-155471352.57","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P012 / NEFT/UBIN/IDIBN520260422391821 71/KANHIYA / Txn Amt. 202531.79 Charges. 29.21","23","1"
"22/04/2026","22/04/2026","201939.12","","-155269413.45","NO BOOK DEPOSIT TRANSFER RTGS/UTIB/UTIBR72026042200090 303/ADANI LO/","23","1"
"22/04/2026","22/04/2026","1392967","","-153876446.45","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62026042244069 182/J K CEMENT/","23","1"
"23/04/2026","23/04/2026","300000","","-153576446.45","NO BOOK DEPOSIT TRANSFER RTGS/BDBL/BDBLR6202604232412 4303/M S SHRI/","23","1"
"24/04/2026","24/04/2026","36155","","-153540291.45","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220260424282346 11/ICICI BANK/","23","1"
"24/04/2026","24/04/2026","","1500058.41","-155040349.86","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042401828 640/IOCXPP /. Txn Amt. 1500000.00 Charges. 58.41","23","1"
"24/04/2026","24/04/2026","","500028.91","-155540378.77","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260424018286 41/HPCL Dri/. Txn Amt. 500000.00 Charges. 28.91","23","1"
"24/04/2026","24/04/2026","","500029.21","-156040407.98","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P021 / NEFT/HDFC/IDIBN52026042439326 026/BPCL ECM/ Txn Amt. 500000.00 Charges. 29.21","24","1"
"24/04/2026","24/04/2026","","200045.21","-156240453.19","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P810 / NEFT/SBIN/IDIBN520260424393254 87/SHIV FIL/ Txn Amt. 200016.00 Charges. 29.21","24","1"
"24/04/2026","24/04/2026","","500029.21","-156740482.4","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P071 / NEFT/SBIN/IDIBN520260424393260 32/RAJENDRA/ Txn Amt. 500000.00 Charges. 29.21","24","1"
"24/04/2026","24/04/2026","2000000","","-154740482.4","CREDIT TXN Deposit by KALYANI MINERALS","24","1"
"24/04/2026","24/04/2026","348265","","-154392217.4","NO BOOK DEPOSIT TRANSFER RTGS/SBIN/SBINR12026042425423 105/MANCHUKO/","24","1"
"24/04/2026","24/04/2026","25495","","-154366722.4","NO BOOK DEPOSIT TRANSFER NEFT/SBIN/SBINN52026042455658 654/MANCHUKOND/","24","1"
"24/04/2026","24/04/2026","","500029.21","-154866751.61","CAS REMITTANCE THROUGH CHEQUE NEFT/ICIC/IDIBN520260424393670 93/ETC POOL/GOEL CAR Txn Amt. 500000.00 Charges. 29.21","24","1"
"24/04/2026","24/04/2026","","100005.61","-154966757.22","WITHDRAWAL TRANSFER GOEL CARGO PVT LTD NEFT/SBIN/IDIBN520260424393682 31/NIRANJAN/GOEL CAR Txn Amt. 100000.00 Charges. 5.61","24","1"
"24/04/2026","24/04/2026","6500000","","-148466757.22","CREDIT TXN Deposit by GOEL CARGO PVT LTD","24","1"
"24/04/2026","24/04/2026","","243206.21","-148709963.43","WITHDRAWAL TRANSFER GOEL CARGO PVT LTD NEFT/SBIN/IDIBN520260424393782 16/AUTOKRAF/GOEL CAR Txn Amt. 243177.00 Charges. 29.21","25","1"
"24/04/2026","24/04/2026","9434449.76","","-139275513.67","NO BOOK DEPOSIT TRANSFER RTGS/ICIC/ICICR220260424158996 44/PRISM JO/","25","1"
"24/04/2026","24/04/2026","39641000","","-99634513.67","CREDIT TXN Deposit by Self","25","1"
"24/04/2026","24/04/2026","","40000000","-139634513.67","CAS SINGLE SIDED DEBIT THROUGH CHQ tr","25","1"
"24/04/2026","24/04/2026","","100000","-139734513.67","C.A.S OWN CHEQUE DEPOSIT tr TRANSFER TO 2100888278/RITU PARNA PATHAK S/OLATE","25","1"
"24/04/2026","24/04/2026","21788.7","","-139712724.97","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62026042466991 970/J K CEMENT/","25","1"
"25/04/2026","25/04/2026","2218.12","","-139710506.85","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62026042575543 918/ADANI LOGI/","25","1"
"25/04/2026","25/04/2026","111891.82","","-139598615.03","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62026042575542 003/ADANI LOGI/","25","1"
"25/04/2026","25/04/2026","177570","","-139421045.03","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62026042575543 921/ADANI LOGI/","25","1"
"25/04/2026","25/04/2026","","500029.21","-139921074.24","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P021 / NEFT/HDFC/IDIBN52026042539440 809/BPCL ECM/ Txn Amt. 500000.00 Charges. 29.21","25","1"
"25/04/2026","25/04/2026","","500029.21","-140421103.45","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P032 / NEFT/ICIC/IDIBN520260425394404 99/ETC POOL/ Txn Amt. 500000.00 Charges. 29.21","25","1"
"25/04/2026","25/04/2026","","39005.61","-140460109.06","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P810 / NEFT/AUBL/IDIBN52026042539440 813/LUCKY OL/ Txn Amt. 39000.00 Charges. 5.61","26","1"
"25/04/2026","25/04/2026","","500029.21","-140960138.27","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P276 / NEFT/ICIC/IDIBN520260425394388 06/HPCL / Txn Amt. 500000.00 Charges. 29.21","26","1"
"25/04/2026","25/04/2026","","700029.21","-141660167.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P043 / NEFT/HDFC/IDIBN52026042539440 501/INDIAN O/ Txn Amt. 700000.00 Charges. 29.21","26","1"
"25/04/2026","25/04/2026","","30173","-141690340.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P011 / NEFT/UTIB/IDIBN520260425394534 01/BRIJENDR/ Txn Amt. 30167.39 Charges. 5.61","26","1"
"25/04/2026","25/04/2026","","4860","-141695200.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P012 / NEFT/UTIB/IDIBN520260425394547 70/SURAJBAL/ Txn Amt. 4857.34 Charges. 2.66","26","1"
"25/04/2026","25/04/2026","","7100","-141702300.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P013 / NEFT/UBIN/IDIBN520260425394545 37/AHIWARAN/ Txn Amt. 7097.34 Charges. 2.66","26","1"
"25/04/2026","25/04/2026","","19317","-141721617.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P014 / NEFT/UTIB/IDIBN520260425394547 71/BRIJESH / Txn Amt. 19311.39 Charges. 5.61","27","1"
"25/04/2026","25/04/2026","","25210","-141746827.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P020 / NEFT/UBIN/IDIBN520260425394534 06/KULWANT / Txn Amt. 25204.39 Charges. 5.61","27","1"
"25/04/2026","25/04/2026","","18855","-141765682.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P016 / NEFT/SBIN/IDIBN520260425394545 38/PRABHAKA/ Txn Amt. 18849.39 Charges. 5.61","27","1"
"25/04/2026","25/04/2026","","18696","-141784378.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P017 / NEFT/SBIN/IDIBN520260425394545 39/HINCHLAL/ Txn Amt. 18690.39 Charges. 5.61","27","1"
"25/04/2026","25/04/2026","","30000","-141814378.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P018 / NEFT/UBIN/IDIBN520260425394545 41/RAJU KUS/ Txn Amt. 29994.39 Charges. 5.61","27","1"
"25/04/2026","25/04/2026","","15910","-141830288.48","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P015 / NEFT/ICIC/IDIBN520260425394534 07/SHEETA P/ Txn Amt. 15904.39 Charges. 5.61","27","1"
"25/04/2026","25/04/2026","","40677.97","-141870966.45","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P629 / NEFT/PUNB/IDIBN52026042539455 232/Ashish k/ Txn Amt. 40672.36 Charges. 5.61","28","1"
"25/04/2026","25/04/2026","","6551.66","-141877518.11","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P534 / NEFT/BDBL/IDIBN52026042539455 631/NARESH T/ Txn Amt. 6549.00 Charges. 2.66","28","1"
"25/04/2026","25/04/2026","","5347.39","-141882865.5","WITHDRAWAL TRANSFER / ADVANCE PAYMENT-P019 / HARI MANGAL SINGH","28","1"
"25/04/2026","25/04/2026","","1500000","-143382865.5","WITHDRAWAL TRANSFER Transfer 77448Kalyani Mineral788 KALYANI MINERALS LLP","28","1"
"26/04/2026","26/04/2026","","1200029.21","-144582894.71","WITHDRAWAL TRANSFER . . NEFT/HDFC/IDIBN52026042639497 912/IOCXPP /. Txn Amt. 1200000.00 Charges. 29.21","28","1"
"27/04/2026","27/04/2026","","650058.41","-145232953.12","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260427018601 33/HPCL Dri/. Txn Amt. 650000.00 Charges. 58.41","28","1"
"27/04/2026","27/04/2026","","500028.91","-145732982.03","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042701860 134/IOCXPP /. Txn Amt. 500000.00 Charges. 28.91","28","1"
"27/04/2026","27/04/2026","","600000","-146332982.03","CAS REMITTANCE THROUGH CHEQUE INW_CLG :ClgInwPr: M P TYRES PVT LChqNo:322190","28","1"
"27/04/2026","27/04/2026","","1000000","-147332982.03","CAS REMITTANCE THROUGH CHEQUE INW_CLG :ClgInwPr: KALRA ENTERPRISChqNo:322192","28","1"
"27/04/2026","27/04/2026","","1500000","-148832982.03","C.A.S. CASH CHEQUE Paid to SELF/DWARIKA Branch-UMARI (M.P.)","28","1"
"27/04/2026","27/04/2026","","30000","-148862982.03","DEBIT TRANS TDS FOR CASH WITHDRAWAL","29","1"
"27/04/2026","27/04/2026","","369132.21","-149232114.24","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P810 / NEFT/SBIN/IDIBN520260427395730 97/SHIV FIL/ Txn Amt. 369103.00 Charges. 29.21","29","1"
"27/04/2026","27/04/2026","","102793.41","-149334907.65","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P547 / NEFT/UTIB/IDIBN520260427395735 68/THE NEW / Txn Amt. 102776.00 Charges. 17.41","29","1"
"27/04/2026","27/04/2026","","590","-149335497.65","ISSUE OF MICR CA","29","1"
"27/04/2026","27/04/2026","","590","-149336087.65","ISSUE OF MICR CA","29","1"
"27/04/2026","27/04/2026","","590","-149336677.65","ISSUE OF MICR CA","29","1"
"27/04/2026","27/04/2026","","1107247","-150443924.65","CAS REMITTANCE THROUGH CHEQUE INW_CLG :ClgInwPr: ICICI LOMBARD GChqNo:322196","29","1"
"27/04/2026","27/04/2026","342348","","-150101576.65","NO BOOK DEPOSIT TRANSFER RTGS/UTIB/UTIBR72026042700063 722/RCCPL PR/","29","1"
"27/04/2026","27/04/2026","","30518.61","-150132095.26","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P538 / NEFT/UBIN/IDIBN520260427396221 30/KULWANT / Txn Amt. 30513.00 Charges. 5.61","29","1"
"28/04/2026","28/04/2026","","700058.41","-150832153.67","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042801889 143/IOCXPP /. Txn Amt. 700000.00 Charges. 58.41","29","1"
"28/04/2026","28/04/2026","","600058.41","-151432212.08","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042801889 145/BPCL CAR/. Txn Amt. 600000.00 Charges. 58.41","29","1"
"28/04/2026","28/04/2026","","500028.91","-151932240.99","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260428018891 46/ECT POOL/. Txn Amt. 500000.00 Charges. 28.91","30","1"
"28/04/2026","28/04/2026","","78895.61","-152011136.6","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P463 / NEFT/UBIN/IDIBN520260428396754 62/JEETLAL / Txn Amt. 78890.00 Charges. 5.61","30","1"
"28/04/2026","28/04/2026","1500000","","-150511136.6","NO BOOK DEPOSIT TRANSFER Transfer 50056GOEL CARGO PVT gcpl SHUBHAM GOYAL","30","1"
"28/04/2026","28/04/2026","1500000","","-149011136.6","NO BOOK DEPOSIT TRANSFER Transfer 50056GOEL CARGO PVT 6133 MOTILAL GOEL","30","1"
"28/04/2026","28/04/2026","","1000000","-150011136.6","C.A.S. CASH CHEQUE Paid to SELF Branch-UMARI (M.P.)","30","1"
"28/04/2026","28/04/2026","","20000","-150031136.6","DEBIT TRANS TDS FOR CASH WITHDRAWAL","30","1"
"28/04/2026","28/04/2026","4175440","","-145855696.6","NO BOOK DEPOSIT TRANSFER RTGS/UTIB/UTIBR72026042800085 245/RCCPL PR/","30","1"
"28/04/2026","28/04/2026","","2000000","-147855696.6","WITHDRAWAL TRANSFER / TRF-P001 / KALYANI MINERALS LLP","30","1"
"29/04/2026","29/04/2026","","600058.41","-148455755.01","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042901914 954/IOCXPP /. Txn Amt. 600000.00 Charges. 58.41","30","1"
"29/04/2026","29/04/2026","","500028.91","-148955783.92","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260429019150 36/HPCL Dri/. Txn Amt. 500000.00 Charges. 28.91","30","1"
"29/04/2026","29/04/2026","","787250","-149743033.92","CAS REMITTANCE THROUGH CHEQUE INW_CLG :ClgInwPr: ICICI LOMBARD GChqNo:322191","30","1"
"29/04/2026","29/04/2026","","525058.41","-150268092.33","WITHDRAWAL TRANSFER RTGS/SBIN/IDIBR52026042901915 653/GOEL CAR/ONLINE B Txn Amt. 525000.00 Charges. 58.41","31","1"
"29/04/2026","29/04/2026","","11775","-150279867.33","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P011 / NEFT/ICIC/IDIBN520260429398129 28/SHEETA P/ Txn Amt. 11769.39 Charges. 5.61","31","1"
"29/04/2026","29/04/2026","","10300","-150290167.33","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P012 / NEFT/PUNB/IDIBN52026042939812 221/SESHMANI/ Txn Amt. 10294.39 Charges. 5.61","31","1"
"29/04/2026","29/04/2026","","5613","-150295780.33","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P013 / NEFT/ICIC/IDIBN520260429398129 34/RAMESH K/ Txn Amt. 5610.34 Charges. 2.66","31","1"
"29/04/2026","29/04/2026","","23778","-150319558.33","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P014 / NEFT/ICIC/IDIBN520260429398129 35/MRATUNJA/ Txn Amt. 23772.39 Charges. 5.61","31","1"
"29/04/2026","29/04/2026","","27678","-150347236.33","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P015 / NEFT/SBIN/IDIBN520260429398129 37/RAMMANI / Txn Amt. 27672.39 Charges. 5.61","31","1"
"29/04/2026","29/04/2026","","36265.61","-150383501.94","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P022 / NEFT/UTIB/IDIBN520260429398129 47/KISHAN D/ Txn Amt. 36260.00 Charges. 5.61","32","1"
"29/04/2026","29/04/2026","","15379","-150398880.94","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P017 / NEFT/SBIN/IDIBN520260429398129 54/PRABHAKA/ Txn Amt. 15373.39 Charges. 5.61","32","1"
"29/04/2026","29/04/2026","","6100","-150404980.94","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P018 / NEFT/UBIN/IDIBN520260429398128 15/MADAN SI/ Txn Amt. 6097.34 Charges. 2.66","32","1"
"29/04/2026","29/04/2026","","15430","-150420410.94","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P019 / NEFT/UTIB/IDIBN520260429398128 16/BABASHRI/ Txn Amt. 15424.39 Charges. 5.61","32","1"
"29/04/2026","29/04/2026","","15448","-150435858.94","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P020 / NEFT/UTIB/IDIBN520260429398129 55/SUBHASH / Txn Amt. 15442.39 Charges. 5.61","32","1"
"29/04/2026","29/04/2026","","7300","-150443158.94","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P021 / NEFT/UBIN/IDIBN520260429398128 17/RAJU KUS/ Txn Amt. 7297.34 Charges. 2.66","32","1"
"29/04/2026","29/04/2026","","18454","-150461612.94","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P016 / NEFT/UTIB/IDIBN520260429398122 32/NASEEM K/ Txn Amt. 18448.39 Charges. 5.61","33","1"
"29/04/2026","29/04/2026","","200028.91","-150661641.85","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026042901921 120/IOCXPP /. Txn Amt. 200000.00 Charges. 28.91","33","1"
"29/04/2026","29/04/2026","","2500058","-153161699.85","CAS REMITTANCE THROUGH CHEQUE RTGS/UBIN/IDIBR52026042901928 982/SARDAR R/RTGS Txn Amt. 2500000.00 Charges. 58.00","33","1"
"29/04/2026","29/04/2026","","33986","-153195685.85","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P001 / NEFT/SBIN/IDIBN520260429398756 44/SUSHMA G/ Txn Amt. 33980.39 Charges. 5.61","33","1"
"29/04/2026","29/04/2026","","4663","-153200348.85","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P004 / NEFT/HDFC/IDIBN52026042939875 648/SANDEEP / Txn Amt. 4660.34 Charges. 2.66","33","1"
"29/04/2026","29/04/2026","","7100","-153207448.85","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P003 / NEFT/UBIN/IDIBN520260429398754 87/AHIWARAN/ Txn Amt. 7097.34 Charges. 2.66","33","1"
"29/04/2026","29/04/2026","","11169","-153218617.85","WITHDRAWAL TRANSFER ONLINE B ULULK NEFT TRF - P002 / NEFT/HDFC/IDIBN52026042939875 649/SIDDHGOP/ Txn Amt. 11163.39 Charges. 5.61","33","1"
"29/04/2026","29/04/2026","97114","","-153121503.85","NO BOOK DEPOSIT TRANSFER NEFT/ICIC/ICICN220260429320495 27/PRISM JOHN/","34","1"
"29/04/2026","29/04/2026","37090.88","","-153084412.97","NO BOOK DEPOSIT TRANSFER NEFT/UTIB/UTIBN62026042922876 378/ADANI LOGI/","34","1"
"30/04/2026","30/04/2026","15000000","","-138084412.97","NO BOOK DEPOSIT TRANSFER Transfer 50056GOEL CARGO PVT trf KALYANI MINERALS LLP","34","1"
"30/04/2026","30/04/2026","","2100058.41","-140184471.38","WITHDRAWAL TRANSFER RTGS/HDFC/IDIBR52026043001940 340/IOCXPP /. Txn Amt. 2100000.00 Charges. 58.41","34","1"
"30/04/2026","30/04/2026","","250028.91","-140434500.29","WITHDRAWAL TRANSFER RTGS/ICIC/IDIBR520260430019404 11/HPCL Dri/. Txn Amt. 250000.00 Charges. 28.91","34","1"
"30/04/2026","30/04/2026","","4300000","-144734500.29","WITHDRAWAL TRANSFER Transfer 50074GOEL CARGO PVT trf GOEL CARGO PVT LTD (GOEL ASHOK LEYLAND)","34","1"
"30/04/2026","30/04/2026","","50000","-144784500.29","WITHDRAWAL TRANSFER Transfer 73644SunnyGoyal trf SUNNY GOYAL S/O MOTI LAL GOYAL","34","1"
